"Code","Prefecture","A1101","A110101","A110102","A1102","A110201","A110202","A1301","A130101","A130102","A1302","A130201","A130202","A1303","A130301","A130302","A4101","A410101","A410102","A4103","A4200","A420001","A420002","A5101","A510101","A510102","A5102","A510201","A510202","A9101","A9201","B4101","B4102","B4103","B4106","B4109","C3301","C3302","C3801","C3802","C3803","C3804","C5401","C5403","E1101","E1301","E1501","E2101","E2401","E2501","E3101","E3401","E3501","E3701","E3702","E4101","E4401","E4501","E4601","E4602","E6101","E6102","E6201","E6202","E6301","E6302","E6501","E650110","E6502","E650210","E7101","E7102","E7201","E7202","F3101","F3102","F3103","F3104","F3105","F3106","G5105","H1800","H1801","H1802","H1803","H2600","H2601","H2602","H2603","I510120","I5102","I5103","J2503","J2505","J250502","J2506","J2526","L3221","L322101","L322102","L322103","L322104","L322105","L322106","L322107","L322108","L322109","L322110"
"R10000","群馬県","2008068","988019","1020049","1964136","967096","997040","275225","140983","134242","1251608","637047","614561","470520","203593","266927","16023","8258","7765","1.46","20385","10633","9752","27335","15820","11515","28633","15954","12679","9679","3865","15.5","34.1","-0.3","119","1490.5","11910","2303922","1372","30956","204","11386","35100","69700","212","1884","22659","343","7076","115864","178","4092","58748","19438","18875","81","3868","53939","17007","8921","10","14","182","1639","2242","25016","1025","66","5140","576","69","31","9405","1455","77345","321451","184771","19410","19691","17369","51536","12910","7141","4129","1558","1273850","892306","163120","213084","120","1581","968","394","38555","58","42274","5336","300304","68237","13075","21347","10345","12751","11186","42510","10629","35876","74347"
"R11000","埼玉県","7194556","3608711","3585845","7054944","3540768","3514176","953668","488332","465336","4749108","2434894","2314214","1464860","668635","796225","59437","30805","28632","1.32","55487","30709","24778","162483","89662","72821","147059","81779","65280","39160","14325","15.8","34.8","-0.5","111","1307","39145","7071590","812","21585","372","15975","111700","247100","631","7268","114763","828","20012","394644","449","11965","196241","64231","61673","200","11178","175332","54160","30887","13","30","257","4409","4529","118325","2034","66","21866","1516","108","35","18570","3410","237810","1076410","396676","34930","41721","28482","258672","55110","18874","18390","17568","4864356","2286476","1690348","869733","296","4055","3407","863","74839","1310","77949","12238","319822","73840","19566","24059","10077","13828","13952","38142","14997","42992","68368"
"R12000","千葉県","6216289","3098139","3118150","6023584","3008746","3014838","799646","409583","390063","4009060","2040885","1968175","1320120","597060","723060","51633","26687","24946","1.34","50014","27319","22695","151402","84507","66895","137215","77173","60042","34785","12391","16.6","32.8","2.7","107","1525","30393","5751026","1526","50287","173","27251","76700","205800","585","5632","97167","857","18293","337351","406","10622","164064","53963","52354","189","9540","147820","45990","25178","11","28","253","4028","4268","105588","1770","201","20732","3164","108","26","16706","774","189282","917006","340874","30897","39438","27221","247034","42837","14948","14537","13286","3802580","1816570","1311643","667985","248","3681","3180","689","70256","1373","72238","9729","298829","74675","18703","20114","10978","13977","17094","35624","16183","35825","55655"
"R13000","東京都","13159388","6512110","6647278","12623619","6253238","6370381","1477371","755778","721593","8850225","4521231","4328994","2642231","1131503","1510728","108135","55420","52715","1.12","104238","56443","47795","396318","211886","184432","347987","192563","155424","91196","26335","16.9","33.5","3","111","1679.5","48642","14241236","1972","138436","687","95642","312700","1440800","1057","11123","171273","1370","31447","595669","822","18749","309247","102110","98860","435","18672","313280","97284","63629","49","138","1158","47911","21165","639467","9568","1776","147417","17830","446","171","141767","28285","566605","2584327","1515917","119071","86213","75278","671634","123996","19894","48535","55038","9048058","2353556","4501646","2154569","593","12684","10603","1655","166217","8435","167075","27860","331920","79864","27459","22405","10821","16413","15452","32939","20534","41901","64133"
"R14000","神奈川県","9048331","4544545","4503786","8846903","4442940","4403963","1187743","607606","580137","5988857","3091412","2897445","1819503","812966","1006537","78077","39873","38204","1.31","67760","37471","30289","215904","118743","97161","201017","114535","86482","54203","17830","16.5","32.7","3.2","107","1855.5","41729","8262436","1601","51387","338","30862","181000","408300","733","8534","142696","893","24364","486659","479","14185","231291","75994","71624","236","12398","195761","60440","36694","19","28","453","5321","7963","188762","3548","448","35639","4413","114","19","23627","3290","296085","1376583","483615","43284","49679","37089","409718","71789","18083","25497","27836","5807082","2114640","2526466","1145004","296","6407","4868","925","86657","4117","90929","14025","322916","77341","28862","21926","10114","13715","13998","44718","14217","34125","63899"
"R15000","新潟県","2374450","1148236","1226214","2355361","1140086","1215275","301708","154591","147117","1441262","729943","711319","621187","257374","363813","18083","9246","8837","1.43","26618","13839","12779","23754","13712","10042","27858","15393","12465","11018","3438","14.4","33","0.3","191","2072","13341","2198108","2655","50264","370","21509","30100","94400","159","1515","15767","534","8709","126465","242","5135","65834","21943","21498","107","4858","66163","20756","9687","6","18","105","2297","1699","24297","781","39","5273","1125","79","8","15790","155","123733","471914","235190","37143","37368","36038","50692","11306","7109","3482","606","1212519","966995","63024","173321","111","1659","1189","680","59529","0","57255","7813","284998","69928","9351","26095","10083","10252","10114","37279","14634","31498","65763"
"R16000","富山県","1093247","526605","566642","1078898","520393","558505","141936","72852","69084","662072","333367","328705","285102","117680","167422","8188","4279","3909","1.42","11875","6156","5719","12664","7407","5257","13310","7328","5982","4928","1569","14.9","34.3","0.6","192","2786.5","6028","1220282","516","15434","92","8050","33600","86500","94","680","7660","203","3700","59870","83","2153","30448","10044","9875","61","2341","28613","8926","4834","3","5","78","1103","1120","10115","465","19","2183","477","31","27","3390","2264","44613","181972","113582","15411","15623","14799","26716","5378","3342","1637","372","611852","479875","41014","88970","91","770","458","291","28595","0","27458","3753","317418","72164","15871","26985","11183","13048","11121","43620","10793","32911","79723"
"R17000","石川県","1169788","564972","604816","1154833","557425","597408","159283","81213","78070","725951","363898","362053","275337","113853","161484","9602","4944","4658","1.44","11607","6030","5577","17182","10182","7000","17705","10207","7498","5829","1817","15.1","33.2","1.4","197","2858.5","5930","1266018","877","25942","126","10989","45200","94700","75","736","8123","233","4238","66761","102","2353","33476","11087","10937","60","2510","32452","10283","5633","5","12","120","2528","1893","24434","919","88","5235","1070","35","22","4432","3505","53094","219470","123360","17728","17800","16689","30580","6706","3817","2386","467","684643","503117","51362","127169","88","860","491","339","35565","0","33408","4615","331215","76231","13653","26035","10999","13622","12534","47579","11947","35912","82704"
"R18000","福井県","806314","389712","416602","791396","383033","408363","112192","57497","54695","485409","243712","241697","200942","83841","117101","6874","3538","3336","1.61","8417","4282","4135","9058","5339","3719","10468","5961","4507","3705","1233","15","34.6","0.5","185","2717","4136","913491","1183","17439","82","5190","36400","67600","127","566","5391","210","3212","46764","85","1878","24498","8227","8067","39","1835","23895","7571","4235","3","4","91","921","1248","8534","485","21","1827","377","21","22","1848","2367","30324","117542","83922","11485","11462","10868","21352","4206","2483","1363","358","478196","366786","39858","71349","65","595","284","249","23375","0","23415","3033","329482","71456","18077","25260","10042","11546","15586","43722","11320","28347","94124"
"R19000","山梨県","863075","422526","440549","848421","415988","432433","115337","59552","55785","531455","269882","261573","211581","89861","121720","6651","3416","3235","1.46","9268","4872","4396","13070","7556","5514","14438","8088","6350","4221","1693","15.2","34.2","-2.6","112","1320","4558","920145","1501","25642","106","6889","30500","55800","75","624","7082","211","3330","48628","103","1990","26462","8877","8665","46","2088","27581","8776","5082","3","7","59","1006","1159","16558","573","72","3610","434","24","15","2491","215","33733","144480","73525","9249","9618","8779","26085","4554","3184","998","207","485535","398557","24738","54052","52","670","419","227","20110","0","19109","2325","267809","67502","11073","20946","8399","11335","10466","29738","13472","31323","63555"
"R20000","長野県","2152449","1046178","1106271","2119073","1031822","1087251","295742","151921","143821","1281683","647225","634458","569301","243342","325959","17233","8796","8437","1.53","23133","11790","11343","26871","14969","11902","28974","15803","13171","10318","3636","12.6","33.1","-3.8","130","1058","11756","1944046","3159","68680","525","27188","28500","68800","119","1106","13053","392","7722","124061","199","4822","63682","21252","20708","104","4654","60920","19403","9611","9","8","269","1536","3381","14492","1462","86","3151","773","65","29","6616","2363","88034","372787","201729","26802","27049","25809","54314","10458","7059","2446","925","1149079","899504","108416","139356","116","1557","1008","566","57158","0","51064","5856","291979","64414","15502","24665","11109","12163","14312","39716","9551","34055","66492"
"R21000","岐阜県","2080773","1006247","1074526","2037175","986976","1050199","289748","148132","141616","1282800","636756","646044","499399","216134","283265","16887","8753","8134","1.48","20220","10603","9617","26793","15037","11756","30181","16396","13785","10087","3395","16.4","34.1","0.2","122","2440.5","10700","2066293","1273","25865","197","10952","37300","93300","188","1855","23476","379","7524","122507","201","4447","62205","20651","19684","82","4129","57373","18503","10557","11","12","304","1689","3752","18714","1373","113","4062","562","37","39","4558","3232","79896","334072","196552","23079","24092","20964","64720","11161","6701","2823","1598","1231449","891037","183934","153472","91","1558","935","410","43816","16","39176","4427","302977","67994","20466","23192","10163","12341","14992","39633","11729","35572","66896"
"R22000","静岡県","3765007","1853952","1911055","3688016","1816134","1871882","511575","262635","248940","2339915","1191003","1148912","891807","386376","505431","31896","16344","15552","1.54","36420","19072","17348","52128","30248","21880","56022","31626","24396","20323","7241","17.2","32.1","1.7","118","2846","22555","4216186","3602","74254","373","26757","74300","145500","513","4474","62417","529","11453","211750","294","6885","106622","35163","33613","144","7122","102017","31883","17223","6","14","165","2035","2796","31884","1235","134","7112","877","97","41","12892","1780","148601","642691","283730","36789","37457","35089","123828","25806","14480","7925","3168","2625231","1858600","314425","428730","155","2704","1772","480","48837","486","50388","7407","292313","68119","18506","22093","9345","10720","15108","38839","8946","31549","69088"
"R23000","愛知県","7410719","3704220","3706499","7174451","3587216","3587235","1065254","545767","519487","4791445","2457337","2334108","1492085","664750","827335","69872","36069","33803","1.52","58477","31914","26563","105769","61669","44100","107031","62767","44264","45039","14253","16.6","34.1","1","102","1730","41003","8153860","1503","57810","305","27478","101400","256400","523","5584","97605","983","22924","435821","438","13230","215822","70681","65859","222","12193","191707","60168","35445","26","51","586","10267","9824","171296","4333","287","37586","3777","177","105","43418","13754","252846","1112534","705381","57826","53855","50049","279921","57627","23439","19899","13758","5643728","3061422","1436173","1117196","289","5040","3646","1123","142954","744","132487","14948","302742","73734","18889","21609","10860","12785","11653","34825","18960","36351","63076"
"R24000","三重県","1854724","903398","951326","1812500","881996","930504","253174","129491","123683","1142275","573641","568634","447103","192186","254917","15262","7865","7397","1.51","18691","9674","9017","27619","16071","11548","29211","16688","12523","9396","3461","16.6","32.7","2.3","97","1623.5","9726","1988523","1795","34381","82","7756","35800","66500","259","1728","20141","423","7153","106337","184","4123","54233","17948","17211","77","3841","51359","16366","8545","4","8","103","1230","1643","13718","780","80","3083","464","44","63","3802","3129","70801","300988","155045","19464","20582","18438","58347","10084","6224","2788","1043","1075367","799400","114286","158677","89","1506","860","411","39006","36","37138","5173","287748","66932","11926","21036","9721","11918","12250","37551","10442","33981","71991"
"R25000","滋賀県","1410777","696769","714008","1376541","678723","697818","210753","108496","102257","897583","453865","443718","288788","125682","163106","13363","6897","6466","1.54","11602","5982","5620","26793","15314","11479","24477","14044","10433","7691","2466","15.3","33.9","1","132","1858","8362","1578646","557","14394","122","7872","53200","90000","192","1651","19278","236","5251","86907","107","2972","42232","13773","13409","58","2802","38706","12186","7067","4","8","78","956","1045","33661","522","26","7461","1289","27","11","2140","659","60399","253910","111404","16246","16699","14487","50301","9477","4990","2555","1777","947958","629359","181131","130622","53","995","555","236","24802","350","25329","4153","284061","69218","15260","21476","10530","10923","12437","41011","10374","32333","60500"
"R26000","京都府","2636092","1265387","1370705","2557625","1227067","1330558","334444","170924","163520","1653812","813740","840072","605709","257238","348471","21234","10996","10238","1.28","23714","12038","11676","53014","28584","24430","54954","29934","25020","13664","4964","16.4","35.2","0.9","106","2061","10313","2186464","937","31229","184","20455","114100","330100","229","2283","30377","441","8751","139582","204","5267","71378","23421","22676","105","5210","71408","22529","14891","16","31","350","9123","5754","138737","2723","407","30707","4507","65","57","14274","5243","113067","492597","236851","26738","26109","21960","97310","14604","4681","5477","4409","1207860","554031","409000","242218","163","2532","1320","443","45997","380","46728","6673","284934","75115","16201","21696","8934","11726","13077","28832","15982","30937","62434"
"R27000","大阪府","8865245","4285566","4579679","8584957","4149064","4435893","1165200","596004","569196","5648070","2787336","2860734","1962748","852107","1110641","75080","38441","36639","1.33","76556","41641","34915","151123","82663","68460","154693","84704","69989","51242","20752","17.3","35.2","2.6","100","1568","30977","7544623","1234","75963","365","55374","151700","443600","795","7747","122038","1043","26976","492154","534","16105","248276","80638","77394","265","14799","225421","69633","40873","31","55","746","12595","13545","206642","6200","690","44430","4813","238","56","68667","9741","447004","1897522","891219","97595","89961","80970","326542","56864","11740","18975","25693","4803863","1424420","2381881","965769","501","8238","5458","1116","123682","1396","129132","19345","256317","69515","19886","19791","7931","9833","9847","28939","11667","26552","52354"
"R28000","兵庫県","5588133","2673328","2914805","5459903","2609874","2850029","759277","388154","371123","3515442","1718449","1796993","1281486","548005","733481","47834","24664","23170","1.41","51568","27056","24512","90632","48855","41777","93275","50710","42565","29752","10738","17.2","33.5","2.7","92","1633","22667","4822007","1752","43384","406","25764","98300","204200","726","4904","71283","812","18544","321173","397","10721","160222","52899","50810","217","10235","143271","45518","27270","19","42","448","6570","7977","113384","3627","389","24196","2305","94","96","16423","8701","219047","972344","402086","52143","55033","47015","207433","32490","11229","10676","10281","2983089","1404250","1029778","532186","317","4951","2963","789","71544","997","75374","10336","275533","70666","12522","19431","7972","12006","12510","33361","16424","32890","57751"
"R29000","奈良県","1400728","663321","737407","1386302","656315","729987","184011","94128","89883","875062","419618","455444","333746","144741","189005","10694","5532","5162","1.29","13036","6817","6219","25690","13183","12507","27987","14611","13376","6595","2602","15.4","34.7","-0.2","106","1587.5","5514","960281","480","9413","58","3565","59500","160200","205","1501","18273","220","4952","78963","119","3041","41546","13715","13447","53","2641","38396","12167","7070","5","10","129","1453","1527","21760","618","95","4885","453","42","37","3178","3865","50017","225937","91385","11570","13904","9950","53269","6247","2926","1395","1885","651566","376303","195109","77315","71","1166","706","166","20321","198","19361","3178","318381","72210","17833","22313","11554","13993","13353","41233","19786","37030","69076"
"R30000","和歌山県","1002198","471397","530801","992144","466764","525380","128005","65421","62584","594573","289111","305462","270846","111904","158942","7587","3858","3729","1.47","12049","6185","5864","12064","6634","5430","14289","7719","6570","4771","2077","17.1","33.5","2.7","93","1578","4871","987433","892","19120","96","5123","41200","92800","117","768","8628","290","3933","55625","142","2515","30296","10063","9910","50","2321","29889","9520","4686","1","3","22","654","323","7148","147","0","1582","313","22","49","2664","2855","39875","160608","82217","12670","13248","11939","26413","4890","2990","1165","565","516155","375261","62652","67025","82","1063","554","211","22259","19","18880","2526","235118","62084","9430","18814","8302","8355","11349","26607","6925","27836","55415"
"R31000","鳥取県","588667","280701","307966","582154","277961","304193","77951","39857","38094","352098","176436","175662","153614","61387","92227","4790","2463","2327","1.54","6947","3503","3444","9319","5260","4059","10451","5665","4786","2834","1141","15.6","35.5","0.6","160","1830.5","2380","420263","462","11172","59","4487","25600","67500","39","442","4486","147","2540","32588","65","1458","16763","5568","5444","31","1476","17172","5468","2396","1","2","45","788","605","5934","305","34","1259","364","23","14","1912","1254","27943","115138","59776","9485","9918","9016","13081","2273","1258","921","45","219286","163429","4789","47266","40","532","260","182","16130","0","15651","2367","266857","66389","17698","21400","8868","10942","12015","34731","8607","27557","58649"
"R32000","島根県","717397","342991","374406","708701","339266","369435","92218","47145","45073","414153","210385","203768","207398","83277","124121","5756","2928","2828","1.68","9109","4621","4488","10749","6045","4704","12319","6601","5718","3283","1110","15.5","34.4","1.4","155","1857","2894","552381","521","10868","66","4207","25000","48500","120","576","5000","246","3429","38409","106","1963","20238","6860","6731","50","1831","20216","6360","3001","3","2","68","776","750","6417","321","56","1419","281","20","30","2302","354","30240","122906","77189","10789","11031","10075","12361","2633","1434","1058","70","250489","184588","8321","54136","46","746","283","259","18885","41","19829","3240","280553","66722","19168","24355","10108","11563","9850","40490","8032","26474","63790"
"R33000","岡山県","1945276","933168","1012108","1912378","917186","995192","264853","136186","128667","1178493","583204","595289","484718","203004","281714","16759","8644","8115","1.5","20248","10455","9793","28005","15658","12347","30089","16632","13457","9894","3626","16.7","34.9","0.9","92","1216","9065","1817693","851","22166","167","12520","35500","106700","334","1655","19732","428","7121","110660","174","4133","56712","18575","17916","91","4039","54833","17416","9217","10","17","306","3273","3711","35825","1584","150","8048","1229","56","17","8864","960","88134","356213","224974","26053","26120","24260","47180","10379","5788","3545","944","1015392","722114","94702","180788","157","1626","1006","375","36777","73","38578","5535","291751","62198","23219","21192","10246","12218","13194","43084","9803","33098","63498"
"R34000","広島県","2860750","1380671","1480079","2795205","1348691","1446514","386810","198176","188634","1765036","881021","884015","676660","283669","392991","25546","13086","12460","1.55","27561","14384","13177","47265","27293","19972","49167","27959","21208","15402","5472","16.6","35.1","1.3","91","1586","10730","2378463","819","27628","178","16368","55600","168600","320","2329","33620","574","9503","160310","279","5508","81859","27016","25879","133","5547","76032","23865","14573","7","22","183","3969","2974","53156","1402","129","11405","1404","86","33","12735","2585","105076","495297","301250","35062","33804","31852","76527","14799","5965","4796","3931","1399879","743970","394660","254463","223","2618","1555","550","53298","245","52429","6944","305266","69498","20927","23530","11907","12884","13824","37831","11081","33122","70661"
"R35000","山口県","1451338","684176","767162","1436515","677146","759369","184049","94010","90039","857956","423008","434948","404694","163953","240741","11551","5864","5687","1.56","17646","9007","8639","23041","13387","9654","25927","14489","11438","6966","2531","16","33.9","0","118","2083.5","5861","1219746","975","20351","85","6431","29700","58400","203","1279","16558","347","5263","77062","179","3273","39405","13160","12659","83","3083","36796","11697","5053","5","10","110","1410","1019","17100","480","20","3670","594","42","50","4912","2704","59344","243778","127841","18072","18723","17174","33111","7005","3513","2726","686","651713","428366","72366","145787","119","1282","676","281","23590","31","23467","3112","303985","67040","18927","21395","11711","12331","13237","43503","14303","34773","66766"
"R36000","徳島県","785491","372710","412781","776242","368861","407381","96596","49320","47276","471788","233232","238556","209926","86097","123829","5904","3042","2862","1.42","9307","4773","4534","10120","5816","4304","11705","6522","5183","3573","1445","17","33.8","2.6","99","1506","3447","795124","652","10308","34","2567","38500","81400","221","806","7890","266","3304","41408","97","1916","21575","7327","7208","42","1834","21058","6785","3594","3","4","110","1592","818","11612","343","27","2388","574","22","10","2326","192","34354","144121","84339","10912","11273","10502","18719","3788","2263","1205","229","389373","292745","22825","67649","102","796","440","210","15630","35","14522","2640","317357","65955","20563","21817","9376","13033","12590","49194","12055","35152","77621"
