"Code","Prefecture","A1101","A110101","A110102","A1102","A110201","A110202","A1301","A130101","A130102","A1302","A130201","A130202","A1303","A130301","A130302","A4101","A410101","A410102","A4103","A4200","A420001","A420002","A5101","A510101","A510102","A5102","A510201","A510202","A9101","A9201","B4101","B4102","B4103","B4106","B4109","C3301","C3302","C3801","C3802","C3803","C3804","C5401","C5403","E1101","E1301","E1501","E2101","E2401","E2501","E3101","E3401","E3501","E3701","E3702","E4101","E4401","E4501","E4601","E4602","E6101","E6102","E6201","E6202","E6301","E6302","E6501","E650110","E6502","E650210","E7101","E7102","E7201","E7202","F3101","F3102","F3103","F3104","F3105","F3106","G5105","H1800","H1801","H1802","H1803","H2600","H2601","H2602","H2603","I510120","I5102","I5103","J2503","J2505","J250502","J2506","J2526","L3221","L322101","L322102","L322103","L322104","L322105","L322106","L322107","L322108","L322109","L322110"
"R37000","香川県","989000","477000","512000","982000","474000","508000","131000","67000","64000","591000","297000","294000","268000","113000","154000","8161","4162","3999","1.56","11369","5697","5672","18982","10839","8143","18794","10655","8139","4789","1887","16.3","34.1","1.4","109","1020.5","4952","979225","453","13344","131","8258","35300","82700","175","1232","14496","185","3693","55155","82","2152","28654","9440","9093","42","2175","26111","8596","4239","2","4","75","813","819","9066","388","29","1945","234","25","34","4852","853","45273","176916","169347","15268","14697","13574","22579","5408","3126","1558","716","551774","393169","73314","84208","83","823","474","205","20639","0","20472","3189","309212","65628","18382","22167","9207","12971","12976","46148","13394","30077","78262"
"R38000","愛媛県","1415000","666000","749000","1408000","663000","745000","181000","93000","88000","841000","413000","428000","393000","160000","233000","11130","5699","5431","1.52","17216","8627","8589","18608","10530","8078","21114","11531","9583","6386","2529","16.3","33.8","1.8","115","1369","6432","1310752","540","16158","171","10022","40300","105900","185","1467","18396","333","5305","74634","141","3116","38588","13173","12773","67","2911","36829","12140","6117","5","5","102","1161","1349","15653","625","78","3582","434","42","12","5707","289","58463","240359","168724","18769","19042","17616","26882","7803","3930","2491","1292","742420","478437","122747","133959","128","1251","691","317","25967","25","23954","3668","274214","63298","24767","20775","9685","10881","10554","37032","12036","25424","59762"
"R39000","高知県","751000","352000","398000","748000","351000","397000","89000","46000","44000","436000","216000","220000","226000","91000","135000","5266","2671","2595","1.43","10142","5096","5046","9575","5364","4211","11514","6235","5279","3257","1403","16.8","31.8","2","134","2985","2669","484999","507","12020","89","6331","33900","81500","59","470","4452","255","3187","37294","134","2263","20098","6781","6614","47","2086","20746","6715","2978","2","3","69","941","1118","8203","405","51","1784","303","25","10","3506","691","39886","165402","80177","11905","12270","11399","12597","2662","1627","587","373","269184","193074","37645","32711","121","574","366","255","21590","48","19714","3015","309325","69807","21202","22181","9020","10548","13058","45070","13008","27354","78076"
"R40000","福岡県","5089000","2402000","2687000","5048000","2383000","2665000","687000","352000","335000","3212000","1565000","1648000","1186000","483000","703000","45815","23560","22255","1.43","48957","24729","24228","102831","56423","46408","94164","52918","41246","27974","10541","17","33.6","2.9","118","1768.5","20038","5242039","1057","49678","378","38235","45300","203800","490","4946","67329","767","16041","275748","375","9707","142711","48005","46298","165","8574","133531","42806","22228","20","34","549","8486","8148","107912","3759","321","23497","2728","170","20","44762","2732","234349","1003439","612241","65834","64330","57582","167433","36553","10356","17693","8416","3099520","1291500","845261","951108","406","4529","3025","853","91961","1174","99169","13607","295272","66269","21773","21298","11293","12036","12117","44665","11510","25613","68698"
"R41000","佐賀県","845000","398000","447000","841000","397000","444000","121000","62000","59000","509000","249000","259000","214000","86000","128000","7440","3817","3623","1.61","9676","4929","4747","15814","8762","7052","17184","9389","7795","4003","1471","16.5","33.9","1.5","113","1999","4248","978020","378","9879","56","4481","21500","43900","107","764","9368","181","3353","49369","103","2273","27248","9173","8924","45","2185","26240","8519","3558","3","2","91","786","998","7744","446","22","1667","281","30","3","3791","18","42247","173201","99117","13691","14015","11512","22225","4814","2207","2137","436","447333","288510","46180","109583","94","693","424","208","19733","5","20933","3002","301246","65092","19846","22217","10794","12976","15249","43519","14328","25102","72123"
"R42000","長崎県","1408000","658000","750000","1403000","656000","747000","188000","96000","92000","839000","409000","430000","380000","152000","228000","11723","5983","5740","1.63","16784","8327","8457","23858","13659","10199","28764","15858","12906","6335","2450","16.9","32.9","3.1","126","2135.5","4986","1070603","678","20526","62","6098","24800","91000","178","1278","14043","383","5518","76916","199","3542","42584","14241","13993","79","3343","42495","14081","5898","3","10","60","1786","822","17138","368","19","3819","436","41","8","4595","165","65334","271537","146975","20651","21396","19411","29926","6073","2906","2363","745","565342","355428","76801","127828","131","1423","749","416","30001","43","32426","4732","258371","58837","17335","21107","8559","10155","10794","35207","7050","21598","67729"
"R43000","熊本県","1807000","850000","958000","1800000","847000","953000","247000","127000","120000","1081000","528000","553000","478000","194000","285000","15996","8316","7680","1.62","20565","10303","10262","29894","16642","13252","30836","17147","13689","8965","3377","16.7","33.7","1.3","123","2209.5","8371","1763870","1363","24941","122","8055","27200","125900","148","1114","16069","408","7044","99958","183","4177","52688","17773","17390","82","3937","51113","16640","7247","2","9","49","1753","887","26003","420","9","5597","648","52","7","9176","932","72375","333766","195077","24100","24541","22204","42147","11595","4593","5287","1637","1041492","568302","173878","290146","176","1481","842","560","44379","396","49147","6813","284192","60931","21303","20478","9724","12843","12819","38597","9567","26429","71501"
"R44000","大分県","1186000","561000","626000","1178000","557000","621000","153000","79000","75000","705000","348000","357000","327000","134000","194000","9650","5038","4612","1.53","14050","6986","7064","19544","11159","8385","21204","11744","9460","5652","2187","16.3","32","2","126","2263.5","5437","1155715","1231","24468","154","10751","26200","56300","220","1022","12544","309","4561","62256","143","2729","32893","11174","10978","64","2741","33746","11001","5004","5","5","165","964","1948","14660","904","178","3168","315","44","20","5018","1789","56038","225479","141465","18946","19713","17863","28162","7013","2954","2588","1376","650477","357188","141795","144620","134","975","546","271","20361","54","22065","3257","305316","62852","19485","19352","10970","12993","12317","43860","8005","33839","81643"
"R45000","宮崎県","1125000","529000","597000","1121000","527000","594000","156000","80000","76000","670000","326000","344000","301000","123000","178000","9858","5006","4852","1.67","13051","6568","6483","19580","11064","8516","21745","11864","9881","5667","2421","17.2","31.2","2.2","136","3191.5","5848","1068027","511","15670","131","10778","26200","45600","135","814","10221","253","4172","63067","147","2877","33722","11572","11251","54","2703","34364","11320","4792","2","7","60","949","846","10244","435","71","2165","242","34","7","4566","123","56522","232047","143038","20832","21787","19923","20469","6885","3219","2802","743","608878","377943","73797","149442","125","903","514","378","26311","0","30149","4331","262695","59368","17544","17451","11535","11105","11667","40010","9820","25841","58354"
"R46000","鹿児島県","1687000","789000","898000","1681000","787000","894000","230000","118000","113000","1002000","487000","515000","457000","184000","273000","14841","7595","7246","1.64","21281","10518","10763","28224","15954","12270","31823","17569","14254","8080","3113","18.2","32.2","4.6","129","2895","8097","1742401","1223","28934","183","14739","29800","82300","244","1361","19276","576","7548","93298","254","4511","49158","16724","16322","92","4433","50232","16447","6814","5","6","163","1493","2376","15968","1148","34","3363","480","49","6","8528","231","86069","353057","191654","28586","29118","26988","30501","10048","4686","4054","1149","852886","532839","111737","200622","223","1415","808","456","31652","230","36372","5170","293842","61185","22385","19627","9007","12234","11915","45257","16367","26332","69535"
"R47000","沖縄県","1411000","693000","719000","1403000","688000","715000","248000","127000","121000","911000","457000","454000","250000","107000","143000","17074","8749","8325","1.9","10626","5637","4989","25271","13691","11580","24156","13371","10785","8842","3634","23","31.8","15.3","141","2733","5492","1954433","944","38623","360","31025","44200","111700","276","1199","17723","278","5776","99406","157","3637","50407","16635","15821","64","3739","48308","14970","5712","2","8","41","1314","951","18256","422","34","3728","300","53","38","10021","1342","74943","331164","119932","15691","17500","15240","35210","13623","3520","8536","1485","1077935","405923","145307","521906","81","841","599","363","30492","2305","34502","5913","227981","55499","23731","19756","7353","6856","9948","27855","7769","19324","49890"
