"Code","Prefecture","A1101","A110101","A110102","A1102","A110201","A110202","A1301","A130101","A130102","A1302","A130201","A130202","A1303","A130301","A130302","A4101","A410101","A410102","A4103","A4200","A420001","A420002","A5101","A510101","A510102","A5102","A510201","A510202","A9101","A9201","B4101","B4102","B4103","B4106","B4109","C3301","C3302","C3801","C3802","C3803","C3804","C5401","C5403","E1101","E1301","E1501","E2101","E2401","E2501","E3101","E3401","E3501","E3701","E3702","E4101","E4401","E4501","E4601","E4602","E6101","E6102","E6201","E6202","E6301","E6302","E6501","E650110","E6502","E650210","E7101","E7102","E7201","E7202","F3101","F3102","F3103","F3104","F3105","F3106","G5105","H1800","H1801","H1802","H1803","H2600","H2601","H2602","H2603","I510120","I5102","I5103","J2503","J2505","J250502","J2506","J2526","L3221","L322101","L322102","L322103","L322104","L322105","L322106","L322107","L322108","L322109","L322110"
"R12000","千葉県","6200000","3087000","3113000","6125000","3056000","3069000","791000","406000","386000","3966000","2027000","1938000","1437000","650000","787000","48881","25169","23712","1.31","53206","28934","24272","132651","73890","58761","140839","78729","62110","32150","11521","15.9","32.3","1.1","119","1614","29857","6531702","1435","52136","173","28242","73600","196400","572","5783","95757","847","18310","329632","408","10750","165610","54860","53478","185","9649","151537","49111","26389","10","29","245","4120","4192","105277","1766","197","22010","2841","104","25","17712","760","167433","798159","444806","31802","40661","27257","218666","44807","14236","14786","15463","3949095","1721932","1483524","723888","243","3688","3205","751","76110","1352","77685","10700","260208","68241","13504","20496","9724","10496","13858","32011","10648","29359","51869"
"R13000","東京都","13234000","6538000","6697000","12918000","6392000","6526000","1494000","764000","730000","8924000","4565000","4358000","2812000","1206000","1606000","107401","54985","52416","1.09","109194","58203","50991","400274","214231","186043","343777","188358","155419","89301","25329","16.3","33.1","1.8","109","1570","52076","15642018","1914","140646","684","95878","308100","1377600","1042","11120","173642","1363","32246","586412","819","19209","311758","103446","100389","432","18951","315341","101970","66405","44","138","1034","48857","18315","643163","8411","1653","149914","15392","419","163","141989","22563","458578","2133928","2072218","124423","89832","75887","599251","141316","19875","54177","66226","10073903","2311735","5274518","2414948","590","12711","10620","1782","179537","7257","180706","30436","318910","79991","24679","23341","10839","15055","15518","32808","18663","35378","62640"
"R14000","神奈川県","9070000","4544000","4526000","8946000","4488000","4458000","1178000","602000","575000","5942000","3071000","2870000","1948000","869000","1079000","75477","38710","36767","1.3","71996","39450","32546","207908","114301","93607","199306","112686","86620","51530","16812","15.8","32.4","1.7","110","1997.5","41490","8848510","1498","49850","335","30579","178200","401400","728","8533","143312","892","24799","475519","481","14577","236734","78468","74159","236","12341","201387","64534","38850","18","29","371","5151","7379","186788","3208","345","35721","3855","110","19","23976","2988","252396","1165301","597671","40302","47245","32773","364763","69968","17241","23802","28809","5743332","2009232","2618562","1107047","298","6497","4902","1079","99091","2039","103144","16204","304866","74570","22640","22589","10394","13088","13030","43386","13873","32525","58770"
"R15000","新潟県","2350000","1137000","1214000","2339000","1133000","1206000","292000","150000","142000","1415000","718000","697000","639000","267000","373000","17476","8914","8562","1.43","28083","14388","13695","22966","13277","9689","27811","15419","12392","10219","3222","13.8","31.9","-1.2","165","1810","13975","2381785","2408","46914","293","19840","29400","87300","156","1519","15594","525","8626","120812","241","5173","64445","21703","21259","106","4725","63642","21246","9444","6","18","100","2326","1511","25053","623","26","5800","1142","79","7","16449","145","111072","416832","308754","35560","35629","33955","50372","11490","6956","3775","730","1195960","927556","76117","189082","111","1672","1185","688","60984","0","59654","8193","293075","68971","16850","26905","11390","10093","12074","41844","11606","26384","66959"
"R16000","富山県","1083000","523000","561000","1073000","518000","555000","138000","71000","67000","646000","327000","319000","299000","124000","175000","7880","4077","3803","1.42","12754","6503","6251","12680","7349","5331","13353","7445","5908","4871","1548","14.2","33","-1.2","182","2322.5","7211","1288083","491","15200","92","8027","32100","83100","92","677","7229","199","3682","57959","83","2152","30364","10098","9939","53","2344","29279","9556","5002","3","5","72","1102","1199","10301","526","10","2251","413","32","26","3338","2391","41159","162737","136046","15171","15304","14349","27736","5470","3267","1861","285","593856","463022","32613","94891","91","772","453","298","30297","0","29217","3972","304475","69200","21834","26288","9605","11488","11600","42238","8029","27409","76783"
"R17000","石川県","1164000","562000","601000","1155000","558000","596000","156000","80000","76000","716000","361000","355000","291000","121000","170000","9544","4846","4698","1.47","12223","6203","6020","17263","10254","7009","17684","10152","7532","5708","1765","14.8","33.1","0","187","2675.5","6103","1275618","826","25049","120","10662","42300","89200","73","739","8192","231","4238","64137","101","2370","33622","11055","10940","56","2507","32352","10529","5670","5","12","111","2555","1633","24600","788","69","5396","878","36","21","4692","3494","45084","185959","153825","15954","15774","14527","30930","6407","3807","1862","693","691559","505076","79907","103038","87","878","495","345","35864","0","34150","4817","313616","72967","14448","25695","10174","12161","14042","48451","17612","30630","67436"
"R18000","福井県","800000","387000","412000","790000","383000","407000","109000","56000","53000","482000","243000","239000","208000","87000","120000","6712","3452","3260","1.6","8795","4427","4368","8819","5185","3634","10460","5906","4554","3634","1240","14.6","34.2","-1","178","2492.5","4334","824406","1126","16983","76","4970","33400","62100","125","555","5242","207","3181","45023","85","1889","24086","7983","7821","40","1838","23748","7776","4107","3","4","93","896","1152","8765","466","20","1880","348","21","20","2057","2142","27060","105985","101341","11037","11105","10298","20828","3803","2525","919","353","448607","358024","41162","48644","62","589","286","267","25405","0","25206","3383","278972","67355","13074","25327","9636","10110","10056","36628","10113","25515","71158"
"R19000","山梨県","852000","417000","435000","841000","412000","429000","110000","57000","53000","524000","267000","257000","218000","93000","125000","6336","3193","3143","1.43","9555","4826","4729","13016","7302","5714","14294","8019","6275","3923","1591","14.8","34.6","-3.1","89","1003.5","4543","750192","1454","24931","109","6761","28000","52300","74","620","6771","195","3220","46329","99","1971","25466","8748","8501","44","2043","27319","9026","5185","3","7","59","1109","1146","16209","553","88","3492","343","23","14","2490","203","33366","140383","76778","8883","9355","8319","23761","4362","3162","952","232","469239","388267","27307","51361","52","682","429","231","20556","0","19642","2502","273153","68628","15499","21740","9006","11541","10627","36302","9167","26962","63681"
"R20000","長野県","2132000","1037000","1095000","2107000","1027000","1080000","288000","148000","140000","1260000","638000","622000","585000","251000","334000","16661","8539","8122","1.51","24474","12468","12006","27020","14918","12102","29076","15841","13235","9948","3541","12.1","33","-4.5","107","955.5","12145","2178905","3039","66977","514","26842","27100","62900","118","1121","13302","385","7522","119583","198","4892","63310","21154","20621","104","4601","60331","19867","9476","9","8","253","1472","3259","14326","1436","80","3160","729","65","27","6717","2108","82147","344605","253481","26761","27002","25304","50402","10845","7319","2311","1186","1197599","935283","124138","135837","116","1554","1019","553","57060","0","51355","6166","307393","65762","25251","25370","10586","12327","13837","48027","10332","29348","66551"
"R21000","岐阜県","2062000","998000","1064000","2029000","984000","1045000","283000","145000","138000","1258000","627000","632000","520000","226000","294000","16496","8372","8124","1.45","21531","11126","10405","26630","15028","11602","30546","16641","13905","9521","3306","15.7","33.7","0.3","102","1871.5","11037","2140150","1233","25545","202","11259","35100","87000","188","1883","23403","377","7430","117728","197","4560","62055","20560","19564","81","4105","57276","18475","10204","11","12","307","1688","4095","19540","1622","110","4063","558","37","34","4605","3239","72939","290507","255587","20847","21993","18552","60109","11086","6598","2664","1755","1211826","859157","199565","148005","91","1579","940","419","45595","0","41039","4720","285054","68380","14412","24093","8667","12309","13607","40475","12176","28083","62853"
"R22000","静岡県","3739000","1841000","1898000","3686000","1816000","1870000","501000","257000","244000","2302000","1176000","1125000","932000","405000","526000","30810","15865","14945","1.52","38194","19940","18254","51969","30323","21646","55921","31915","24006","19323","6878","16.6","31.6","1.6","107","2488.5","22195","4119713","3464","74121","374","28198","72700","144000","511","4476","62201","523","11466","205222","295","6962","106995","35404","33922","144","7039","101507","33516","17776","5","14","170","2019","2796","31726","1304","175","6981","811","97","38","13863","1684","132531","557965","383121","35098","35605","32649","114096","24641","13935","7500","3081","2510070","1774524","304370","416668","152","2715","1765","500","51726","514","53202","8044","307815","73167","17159","24779","12116","12024","13636","36934","11023","31213","75762"
"R23000","愛知県","7431000","3713000","3718000","7279000","3643000","3636000","1056000","542000","514000","4780000","2460000","2319000","1591000","709000","882000","67913","35013","32900","1.46","61354","32902","28452","110624","65421","45203","103032","60281","42751","42704","13494","15.8","33.4","0.4","96","1567.5","43452","9375455","1371","56001","294","27344","101800","253100","522","5697","98891","985","22983","423742","440","13589","220898","72932","67909","220","12256","194965","62695","36542","23","51","545","10499","9189","171679","3927","253","37969","3529","176","96","46413","13282","221382","949781","1027718","56686","51297","46985","259968","57660","22756","18947","15584","5650460","2956185","1613641","1060865","287","5108","3682","1182","149047","1207","139906","15865","253787","69088","14579","21847","8674","10730","9837","28591","11845","27424","51171"
"R24000","三重県","1841000","896000","945000","1811000","882000","929000","248000","127000","121000","1128000","569000","558000","465000","200000","264000","14729","7492","7237","1.47","19210","9934","9276","27750","16386","11364","29859","17239","12620","9006","3237","15.9","31.8","1.8","102","1714","9808","1953336","1691","32813","86","7999","34200","66200","258","1779","20094","417","7152","102580","183","4175","54143","18120","17398","72","3814","50645","16424","8349","3","8","86","1220","1453","13595","692","71","2940","424","41","60","3966","3073","64012","262258","196640","17430","18418","15978","54100","9777","6102","2327","1308","1053269","777840","143347","128278","89","1523","854","419","40066","41","38646","5334","286223","62968","14168","21494","11045","10904","12900","48747","9839","32908","61250"
"R25000","滋賀県","1414000","698000","716000","1395000","689000","706000","210000","108000","102000","899000","457000","441000","306000","134000","172000","13236","6720","6516","1.53","12221","6131","6090","26456","14998","11458","25173","14408","10765","7389","2346","14.8","33.4","0.5","135","1737.5","8551","1762910","536","14172","122","8012","52100","88000","194","1789","19674","233","5292","84910","107","3053","43221","14281","13924","58","2806","38954","12690","7137","4","8","67","1014","1029","33967","510","13","7421","1087","27","12","2345","765","59468","240056","133241","15718","16836","14039","47778","9646","4967","2608","2021","975347","624430","208918","138679","52","1017","560","252","27052","492","27329","4408","264630","68231","12180","20340","8277","11386","10997","37461","8680","27982","59096"
"R26000","京都府","2628000","1260000","1368000","2585000","1240000","1345000","330000","169000","161000","1646000","814000","832000","649000","276000","373000","20111","10442","9669","1.23","25416","12828","12588","53821","28617","25204","54239","29513","24726","13189","4646","15.8","34.5","0.6","112","1562","10229","2185514","936","32522","200","22254","110600","321200","229","2323","29602","428","8744","135428","204","5391","72382","23751","23045","104","5254","71903","23240","15060","15","33","273","9500","4368","139701","2041","216","30596","4163","64","56","14901","4981","104912","455680","320005","26950","26243","21355","90777","16036","4742","5713","5349","1315575","556111","474942","270850","161","2484","1319","452","48676","152","50663","7339","271914","73166","18265","23172","10640","12687","12496","30331","8840","29127","53191"
"R27000","大阪府","8861000","4277000","4584000","8703000","4204000","4499000","1152000","589000","563000","5605000","2772000","2833000","2099000","913000","1186000","73012","37419","35593","1.31","80472","43006","37466","154847","83551","71296","149466","82094","67372","48114","18761","16.6","34.3","2","97","1519.5","30072","8031191","1167","74991","359","55367","149200","426300","780","7750","120743","1039","26973","471301","532","16728","253485","83617","80083","261","14987","232159","72506","41785","30","56","710","12956","12306","205507","5671","609","43559","4406","236","51","69268","9589","385141","1690073","1195818","105643","97765","85745","304696","60847","11469","21823","27446","4962950","1383434","2514589","1055640","496","8253","5482","1166","128575","2050","137476","19948","276646","70246","21660","20872","9775","12096","14268","31504","17296","25123","53806"
"R28000","兵庫県","5575000","2665000","2910000","5499000","2630000","2869000","750000","384000","366000","3466000","1698000","1768000","1355000","581000","774000","46436","23854","22582","1.4","53657","27858","25799","90850","49137","41713","92145","50178","41967","28236","10264","16.6","33.2","2.2","97","1254.5","23413","5188601","1663","43289","410","26774","96900","196100","708","4996","71557","802","18571","308950","392","10920","162116","53852","51764","213","10276","144054","46249","27556","17","42","401","6693","7377","114790","3366","318","25490","2167","94","91","17322","8241","192013","852515","472446","51564","54875","44816","189637","33129","10927","9653","12092","3050332","1360296","1156275","501404","317","4971","2990","838","76403","927","81557","11031","269877","69327","19445","19056","9782","11184","11907","36711","9945","26605","55914"
"R29000","奈良県","1388000","656000","732000","1379000","653000","727000","179000","92000","88000","856000","412000","444000","355000","154000","201000","10565","5405","5160","1.32","13656","7021","6635","24671","12576","12095","27362","14306","13056","6223","2390","14.7","33.9","-0.8","109","1597.5","5733","1145775","468","9283","59","3598","56800","155200","203","1484","17775","219","4936","75458","117","3050","41693","13903","13600","53","2646","37866","12395","7161","5","11","131","1472","1551","21295","654","99","4779","383","41","37","3163","3337","43744","199084","107372","10668","12781","8841","48305","6887","2941","1592","2343","706830","371295","240765","94416","71","1188","695","178","22613","251","21920","3431","315513","71093","21107","22478","11799","12914","14496","42410","16592","30792","71833"
"R30000","和歌山県","988000","465000","524000","984000","463000","521000","124000","63000","61000","583000","285000","298000","281000","116000","164000","7424","3778","3646","1.53","12435","6290","6145","11757","6576","5181","14139","7508","6631","4664","1959","16.4","33.2","1.9","106","1637","4875","1085824","824","17929","94","5382","37700","83700","106","751","8478","278","3881","52139","138","2470","29663","9930","9735","51","2325","29203","9333","4457","1","3","25","680","405","7113","208","0","1592","250","22","47","2739","2680","35185","143831","90690","11315","11779","10270","24649","5159","3045","1437","648","527724","379847","63408","79705","79","1075","559","205","22450","13","19910","2619","244922","63070","10735","20112","9071","9686","10997","26975","9395","25259","59620"
"R31000","鳥取県","583000","278000","305000","580000","277000","303000","77000","39000","38000","347000","175000","172000","158000","64000","95000","4771","2402","2369","1.57","7074","3492","3582","9119","5168","3951","10572","5891","4681","2759","1065","14.9","34.9","-0.7","165","2281","2419","464380","444","11049","59","4501","22900","58700","37","435","4117","140","2566","31737","65","1485","16389","5467","5331","31","1414","16377","5477","2317","1","2","44","811","553","6111","271","27","1246","354","23","14","1783","1465","28370","117685","67635","9206","9671","8664","11607","2184","1198","803","158","216759","154966","15442","45170","40","518","263","184","16669","0","16447","2566","276867","65626","17523","23659","9220","10165","11225","42908","8064","24460","64017"
"R32000","島根県","708000","339000","369000","704000","337000","366000","90000","46000","44000","405000","206000","199000","212000","86000","126000","5585","2975","2610","1.68","9513","4704","4809","10657","5975","4682","11856","6395","5461","3114","1014","15.1","33.9","0.3","158","1561.5","2819","543197","489","10794","69","4484","23500","43900","111","560","4621","230","3279","37064","105","1946","19560","6594","6460","50","1815","19580","6384","2939","1","2","46","834","650","6488","321","61","1382","262","20","31","2305","430","27299","110681","92160","9985","10508","9341","12100","2889","1413","1294","163","267864","177128","17755","72087","46","729","282","270","20215","32","21375","3419","271469","63515","21254","25076","8942","9750","10418","40353","4539","23097","64526"
"R33000","岡山県","1937000","929000","1008000","1920000","922000","998000","261000","135000","127000","1167000","580000","587000","507000","214000","294000","16279","8378","7901","1.47","21181","10661","10520","30173","16621","13552","29769","16312","13457","9570","3518","16.1","33.7","0.6","97","1106","9354","1916491","818","22485","169","13044","30200","91300","330","1682","19884","423","7263","107305","172","4144","56327","18921","18290","90","4026","54925","17686","9026","10","17","278","3359","3555","36498","1522","120","8017","1091","55","18","8985","1126","80770","323946","295919","25742","25561","23417","45847","11261","5865","4137","1121","1064407","719364","107598","227294","154","1631","1003","393","38722","31","40886","5899","274737","62346","23111","22017","9329","11756","12450","40622","10429","27483","55194"
"R34000","広島県","2855000","1379000","1476000","2824000","1365000","1459000","383000","196000","187000","1746000","875000","871000","719000","303000","417000","24846","12723","12123","1.54","29273","15008","14265","46788","26925","19863","49574","28317","21257","14668","5074","16.2","33.6","1","85","1478","11544","2726723","780","27418","182","16748","50000","159300","317","2343","33822","549","9476","156289","280","5513","81299","27204","26092","129","5424","75275","24101","14553","7","23","150","4047","2488","54148","1131","71","11720","1272","80","32","12967","2345","93102","445624","345215","33709","32181","29736","74825","17304","5871","6240","5164","1586534","721318","533155","330221","217","2592","1554","585","57814","335","57460","7482","290940","68521","21200","22676","9632","12107","12531","35240","11181","28017","69835"
"R35000","山口県","1434000","677000","757000","1423000","672000","751000","180000","92000","88000","833000","413000","420000","418000","170000","248000","10797","5539","5258","1.52","18231","9076","9155","22482","13131","9351","26117","14718","11399","6547","2390","15.4","32.9","0.1","121","1692.5","6216","1356673","912","20416","87","7075","27400","52400","203","1272","16507","343","5203","73830","176","3251","38868","13030","12617","85","3006","36042","11813","4893","5","10","105","1443","1008","17185","493","21","3703","598","41","47","4963","2873","54973","225656","162764","17583","17919","16065","31838","8616","3595","3812","1186","744586","430577","120084","191191","120","1280","671","298","24737","75","25027","3389","283103","60388","21259","21842","10942","9021","12295","52378","6954","24864","63159"
"R36000","徳島県","775000","368000","406000","771000","367000","404000","94000","48000","46000","464000","230000","234000","217000","90000","127000","5744","2966","2778","1.44","9781","4900","4881","10532","6046","4486","11363","6235","5128","3370","1254","16.4","32.6","2","110","1639","3417","711298","631","10214","34","2567","32900","69200","209","835","7756","253","3252","39400","96","1912","21132","7021","6912","39","1792","20602","6672","3359","3","4","112","1613","702","11751","325","28","2523","504","20","9","2415","207","31171","133613","97180","10596","10978","10029","15902","3578","2355","1015","178","379144","300663","19063","57262","99","763","424","209","15567","47","14591","2668","313491","66742","22501","21980","9155","14243","11999","49286","14438","29056","74092"
