"Code","Prefecture","A1101","A110101","A110102","A1102","A110201","A110202","A1301","A130101","A130102","A1302","A130201","A130202","A1303","A130301","A130302","A4101","A410101","A410102","A4103","A4200","A420001","A420002","A5101","A510101","A510102","A5102","A510201","A510202","A9101","A9201","B4101","B4102","B4103","B4106","B4109","C3301","C3302","C3801","C3802","C3803","C3804","C5401","C5403","E1101","E1301","E1501","E2101","E2401","E2501","E3101","E3401","E3501","E3701","E3702","E4101","E4401","E4501","E4601","E4602","E6101","E6102","E6201","E6202","E6301","E6302","E6501","E650110","E6502","E650210","E7101","E7102","E7201","E7202","F3101","F3102","F3103","F3104","F3105","F3106","G5105","H1800","H1801","H1802","H1803","H2600","H2601","H2602","H2603","I510120","I5102","I5103","J2503","J2505","J250502","J2506","J2526","L3221","L322101","L322102","L322103","L322104","L322105","L322106","L322107","L322108","L322109","L322110"
"R10000","群馬県","1973115","973283","999832","1930380","952638","977742","250884","128450","122434","1165780","596669","569111","540026","238250","301776","14256","7137","7119","1.49","21519","11146","10373","27117","16063","11054","29266","16418","12848","8820","3463","15.6","31.2","0.1","105","1232","12450","2492436","1248","30065","226","12204","30700","59200","189","1671","18019","321","6937","105827","171","4200","56744","19056","18656","81","3840","53016","17065","8978","8","13","142","1712","2053","27029","950","67","6284","564","70","24","9699","1781","54680","215308","234772","17236","17618","15020","39326","13518","6704","4580","2188","1274290","808651","235047","228148","117","1558","973","399","40657","0","41661","4823","266452","73793","12691","20518","9807","11382","13156","39006","7462","25646","52990"
"R11000","埼玉県","7266534","3628418","3638116","7111168","3553767","3557401","910805","466718","444087","4507174","2312460","2194714","1788735","812816","975919","56077","28740","27337","1.39","62565","34312","28253","162275","89130","73145","148747","82552","66195","34757","12667","16","31.6","0.4","101","1335","38169","7171291","712","21566","364","16171","105400","246100","590","6922","106391","820","20282","376578","449","12377","195156","65474","63208","196","11209","178227","57150","32493","13","30","242","4583","4498","116198","1998","55","22581","1325","107","28","20101","2522","162746","717708","553881","30674","36526","24069","200300","57357","15951","22314","18812","4700869","1900280","1779569","1003040","294","4180","3528","1068","93868","1097","93897","15031","315386","80321","19285","25015","10310","14417","13144","43633","12157","36206","60899"
"R12000","千葉県","6222666","3095860","3126806","6047216","3010553","3036663","762112","390766","371346","3779812","1930763","1849049","1584419","718312","866107","47014","24040","22974","1.38","56079","30309","25770","143390","79626","63764","132785","74645","58140","30204","10916","16.7","30.6","2.9","117","1615.5","29915","6088352","1351","49070","174","28289","71500","211900","541","5532","86946","820","18222","320755","406","11005","165031","55425","53999","183","9635","152419","48944","27433","10","27","208","3814","3605","99933","1615","172","21214","2492","98","18","18171","553","128666","592422","522976","27180","34138","23003","183875","47407","12471","18837","15850","3873265","1487374","1515954","853904","251","3751","3237","849","85461","1646","84829","11908","303766","75121","20240","20922","11309","13851","12302","41280","10692","32104","65944"
"R13000","東京都","13515271","6666690","6848581","12948463","6388206","6560257","1518130","776017","742113","8734155","4448525","4285630","3005516","1301249","1704267","113194","58192","55002","1.24","111673","59164","52509","426084","225877","200207","344388","189163","155225","87167","24135","16.4","30.5","1.8","115","1781.5","49152","14442309","1891","149286","682","100122","323800","1551400","1010","11099","165348","1351","33191","592158","815","19586","310874","104543","101314","429","19242","316933","100422","66741","39","137","870","50497","14909","654383","6668","1280","151441","14679","404","155","144909","22068","365812","1695737","2584202","115762","85402","72918","565916","141862","16582","65538","58938","9073954","1964290","4350305","2712085","598","12944","10620","2111","209802","7814","205280","35349","331229","84843","27287","23340","10841","15841","14967","33797","19518","36931","63863"
"R14000","神奈川県","9126214","4558978","4567236","8887304","4437047","4450257","1140748","583535","557213","5744383","2961819","2782564","2158157","964254","1193903","73475","37758","35717","1.39","75762","40969","34793","210995","115930","95065","197467","111884","85583","48263","16234","16.7","30.2","2.7","119","1836","37956","8012141","1387","49184","332","31212","173700","436600","688","8217","129500","889","25081","466464","476","14669","235344","79314","75961","235","12589","206616","65311","40139","16","30","362","5283","6949","179100","3097","297","35224","3684","111","14","25897","3174","197482","878971","750765","35087","40239","28186","322424","71516","14876","28223","28298","5280424","1731180","2352325","1189458","294","6648","4951","1354","118557","625","119199","18785","313762","83082","21951","23215","11904","14253","14211","31818","18130","36446","58752"
"R15000","新潟県","2304264","1115413","1188851","2289345","1109570","1179775","275945","141466","134479","1333453","676493","656960","685085","291629","393456","16339","8359","7980","1.44","28297","14224","14073","21852","12862","8990","28587","15837","12750","9435","3193","14.4","29.5","0.5","152","1467.5","13292","2160136","2216","45552","290","20554","26500","76300","115","1068","9633","487","8355","114134","238","5004","60358","20628","20223","106","4493","60453","19479","9005","5","18","102","2358","1468","25514","642","38","5627","1039","81","6","16282","155","88124","316800","352154","31219","31585","29963","36981","11648","6375","4123","1043","1134835","822819","105307","198632","112","1694","1172","694","63811","0","60916","8016","286762","75385","16719","27614","9936","10801","11003","42617","7786","25782","59119"
"R16000","富山県","1066328","515147","551181","1052353","509212","543141","128848","66211","62637","605545","307121","298424","322899","136565","186334","7567","3876","3691","1.51","12731","6506","6225","12549","7379","5170","13594","7555","6039","4539","1477","14.8","30.6","0.1","174","2140.5","7427","1206487","444","14288","94","8042","30500","71700","74","524","5228","196","3653","54195","83","2173","29867","10095","9938","53","2309","28671","9161","4761","2","5","73","1055","1128","10173","492","10","2276","451","29","25","3425","2320","32927","125035","161896","12344","12470","11577","21526","6261","3174","2204","794","637231","433755","79929","117273","88","763","450","289","31144","0","29305","3520","313798","76198","14942","26158","11501","11487","12309","45142","10435","30294","75332"
"R17000","石川県","1154008","558589","595419","1138322","550939","587383","148372","75584","72788","672515","338627","333888","317151","134940","182211","9072","4587","4485","1.54","12280","6047","6233","17933","10705","7228","18220","10537","7683","5200","1703","15.3","30.9","1.2","174","2164.5","6131","1557728","766","25915","122","11564","41600","90100","61","690","7347","222","4166","61639","94","2312","32861","11188","11063","56","2469","32402","10203","5577","5","12","103","2588","1585","25032","792","37","5351","884","37","20","4834","3282","36305","141985","178821","13134","13151","11956","24634","7083","3729","2490","846","717087","486682","96352","131513","84","878","487","343","36369","0","34700","4228","310010","75794","17478","24522","10662","11152","16886","43024","8706","29776","72011"
"R18000","福井県","786740","381474","405266","774337","376236","398101","102986","52796","50190","451409","227558","223851","222408","95685","126723","6230","3226","3004","1.63","8971","4450","4521","8528","5063","3465","10682","6070","4612","3481","1194","15.2","31.8","0.7","171","2299.5","4096","782934","1021","16005","77","5068","31500","56400","96","462","3337","202","3130","43298","84","1868","23136","7741","7622","38","1711","23026","7348","4118","2","5","85","892","1181","9118","456","7","1918","366","22","17","1851","1935","22707","82782","116093","9704","9920","9139","15889","3968","2365","1199","398","429707","324997","43439","60030","60","581","290","268","26220","0","25212","2821","279454","72418","14276","22868","8688","11469","11044","34437","7464","25413","71377"
"R19000","山梨県","834930","408327","426603","819205","401381","417824","102270","52471","49799","488845","248698","240147","234544","102012","132532","5987","3078","2909","1.51","9636","4902","4734","12582","7166","5416","15135","8391","6744","3831","1441","15.6","32.6","-1.8","100","1114.5","4594","808725","1398","24889","119","7437","25900","47500","65","551","4974","190","3159","43250","97","1929","23873","8087","7811","44","1982","26072","8595","4843","3","7","61","1186","1148","16093","523","76","3532","349","23","13","2323","198","27875","109551","95177","8320","8756","7846","17739","4541","2992","1055","479","476383","361816","54130","59749","52","695","436","222","23016","0","19669","2383","281498","70580","10583","22376","9399","12737","12132","35364","11038","31066","66222"
"R20000","長野県","2098804","1022129","1076675","2067713","1009023","1058690","269752","138082","131670","1186865","601540","585325","626085","272810","353275","15638","8043","7595","1.58","24536","12317","12219","26745","15116","11629","29679","16243","13436","9606","3366","12.8","30.2","-4","122","1057.5","11855","2107530","2883","65257","520","26938","25500","55800","104","977","10477","378","7410","113486","199","4907","61305","20512","20040","103","4491","58983","18907","9242","9","9","245","1542","3168","14441","1385","72","3155","693","62","24","6702","1776","67356","270518","322545","23375","23503","22066","40753","10805","6657","2723","1368","1135502","831080","150220","148663","115","1571","1020","543","57523","0","48894","6160","312467","71508","22998","26381","10760","11772","12540","46955","9561","31551","68441"
"R21000","岐阜県","2031903","983850","1048053","1989980","965283","1024697","266998","136683","130315","1185431","591138","594293","567571","249169","318402","15464","7981","7483","1.56","21996","11391","10605","25858","14545","11313","31052","16975","14077","8859","3108","16.5","33.2","1.3","122","2266.5","10823","2012485","1160","25743","202","11332","33800","84300","184","1893","22502","374","7349","111729","195","4534","60556","20490","19435","81","4071","56451","18029","9939","11","12","317","1757","4338","19374","1664","101","4328","590","35","35","4469","3358","55865","216486","313214","17906","18591","15787","46477","10418","6082","2382","1921","1120705","770799","219866","127669","90","1591","957","404","45154","7","39269","4685","272976","66375","12909","23654","9638","12146","11917","41775","14304","31127","49131"
"R22000","静岡県","3700305","1820993","1879312","3626991","1786265","1840726","478084","245364","232720","2175004","1111045","1063959","1021283","448723","572560","28352","14478","13874","1.54","39518","20523","18995","50639","29927","20712","56845","32277","24568","17666","6504","17.2","31.1","2.2","114","2804.5","20542","3779269","3146","70605","377","28426","66700","138600","448","3986","52466","514","11409","197424","295","7049","104951","35245","33720","138","6941","100536","32058","16998","5","14","151","2105","2432","32596","1201","139","7041","775","96","29","13853","1546","109255","451146","501033","30770","31707","28902","87971","23785","12269","7551","3841","2313351","1506962","391122","403943","149","2697","1780","552","56909","780","56186","6964","299712","74926","20839","24885","8693","11507","11635","39186","11436","26780","69825"
"R23000","愛知県","7483128","3740844","3742284","7260847","3634844","3626003","1022532","524531","498001","4618657","2380978","2237679","1760763","788910","971853","65615","33609","32006","1.57","64060","33897","30163","114416","68167","46249","106094","62322","43772","41054","13102","16.6","32.9","1.5","114","1803","41131","9066956","1236","55782","297","28087","97900","312000","502","5574","92332","980","23331","415182","443","13686","216944","73336","68528","220","12430","200277","63579","37340","22","50","520","10918","8574","172224","3677","265","38177","3505","178","77","46973","12392","172604","734892","1052489","48087","43588","39686","220316","60356","19687","24526","15670","5333134","2498662","1568588","1239575","284","5259","3704","1290","161401","165","145863","16536","276953","74327","17202","23629","9209","11734","13119","33485","11869","29922","52455"
"R24000","三重県","1815865","883516","932349","1776805","865150","911655","233525","119471","114054","1061577","534265","527312","501046","218388","282658","13950","7153","6797","1.56","20139","10294","9845","26736","15836","10900","30954","17766","13188","8504","3125","16.6","31.3","2.7","115","1979","9018","1841135","1541","32499","91","8609","31200","62700","232","1659","18269","402","7038","97776","175","4125","52667","17852","17115","72","3708","50147","15952","8052","3","7","84","1246","1439","13657","641","58","3022","409","42","55","4241","3154","51869","205330","237974","14796","15737","13552","42181","10066","5279","3252","1499","998505","660868","162283","172225","88","1530","849","402","41785","98","38324","5165","300668","69215","24440","21362","12231","10966","14125","41703","9379","30834","66413"
"R25000","滋賀県","1412916","696941","715975","1386795","683979","702816","203450","104588","98862","857720","434079","423641","337877","150120","187757","12622","6509","6113","1.61","12507","6353","6154","24916","14374","10542","26903","15582","11321","6855","2321","15.5","31.7","1.1","144","1784","7518","1533951","514","14025","126","8330","46400","87000","160","1445","15934","227","5368","82872","107","3116","43119","14310","13912","59","2868","39755","12656","6955","3","8","64","1042","896","30620","391","5","6307","1069","26","11","2402","859","44730","174685","155507","13411","14599","12150","39003","8734","4118","2756","1838","838488","508580","184055","145033","50","1046","559","272","29160","346","29020","4006","296258","73510","9608","23393","8860","13456","10867","38472","12990","29980","75121"
"R26000","京都府","2610353","1248972","1361381","2533645","1213342","1320303","313866","160780","153086","1539540","757513","782027","703419","302287","401132","19662","10228","9434","1.35","25495","12905","12590","55488","29453","26035","55767","30592","25175","12458","4434","16.6","33.6","2.2","123","2042.5","10439","2329090","899","33595","219","23935","102400","339400","220","2361","26924","404","8633","131247","202","5381","70853","24095","23340","105","5280","72131","22813","15151","14","34","249","10027","4107","139709","1896","209","31093","4039","66","52","15541","4504","81204","352367","357733","23206","23285","18934","77865","17490","4663","6569","5963","1417723","544942","543885","312690","161","2452","1301","448","49963","6","50411","7151","282808","80511","11688","25067","9489","11012","11062","35950","14521","31827","51681"
"R27000","大阪府","8839469","4256049","4583420","8524530","4101504","4423026","1093111","558854","534257","5341654","2635813","2705841","2278324","990815","1287509","70596","35936","34660","1.39","83577","44779","38798","156413","84364","72049","154117","85007","69110","46689","18101","17.2","33.2","3.3","119","1648.5","27979","8257236","1137","77894","387","59284","146900","555900","693","6836","102095","1027","27436","449927","531","17086","244705","82869","79149","257","15068","236700","74413","44992","26","55","652","13208","11350","212562","5071","569","45613","4383","228","46","70779","10401","298965","1290647","1349013","81605","74185","65018","261517","66896","10343","30037","25967","4628737","1243692","2022923","1329531","491","8342","5540","1208","138106","1365","137405","16370","260187","73482","18657","22266","8118","10051","11632","28431","9223","24166","54160"
"R28000","兵庫県","5534800","2641561","2893239","5398880","2576313","2822567","706871","361675","345196","3280212","1602852","1677360","1481646","639761","841885","44015","22672","21343","1.48","55391","28371","27020","87946","47508","40438","95355","52146","43209","26422","9774","17.3","31.7","3.6","113","1578","21577","5077588","1574","43494","423","27623","100700","214700","611","4520","61818","782","18423","296690","389","10814","156364","52957","50931","209","10345","145323","46229","28015","17","38","383","6815","6796","112703","3100","309","25173","2076","94","83","17746","7413","157523","675223","560974","41964","44097","36549","159904","33981","10089","11510","12191","2902343","1225087","1093915","564657","321","5002","2987","878","82666","942","86573","10103","263986","73860","17761","18342","9556","11817","11848","29926","8905","25931","56040"
"R29000","奈良県","1364316","643946","720370","1351535","638330","713205","168970","86393","82577","796552","382752","413800","388614","169346","219268","9832","5041","4791","1.38","13920","7077","6843","23796","12182","11614","27758","14643","13115","5691","2309","15.5","32.6","0.8","129","1512","5291","988892","446","9051","60","3675","52600","148200","186","1365","14983","216","4895","72022","117","2976","39408","13197","12941","53","2652","37455","11962","7044","4","11","127","1518","1432","20519","547","106","4692","385","35","33","2732","3937","37035","155069","129180","9135","10791","7674","37582","6542","2714","1666","2138","647351","335627","216825","92973","74","1199","696","190","23309","253","22761","3250","334972","79486","20042","24052","11653","15143","15362","48043","11418","38329","71445"
"R30000","和歌山県","963579","453216","510363","956199","450243","505956","116412","59450","56962","546279","266634","279645","296239","124463","171776","7030","3549","3481","1.54","12549","6263","6286","11178","6169","5009","15158","8112","7046","4326","1891","17.2","32.2","3.5","108","1537.5","4380","847872","697","17438","98","5888","34700","78700","94","632","6912","268","3810","48488","136","2434","27632","9490","9349","49","2231","28053","8904","4408","1","3","24","671","423","7003","204","6","1594","260","24","38","2682","2358","29008","116957","98913","9366","10081","8620","18588","4604","2560","1615","420","441935","314792","41064","84567","78","1065","552","194","21080","18","18884","2380","278489","66589","17583","20848","10764","10668","11866","38294","9151","26605","66122"
"R31000","鳥取県","573441","273705","299736","567993","271580","296413","73685","37539","36146","326301","163762","162539","169092","69909","99183","4624","2400","2224","1.65","7271","3623","3648","9028","5089","3939","10531","5837","4694","2681","993","15.4","31.4","1.7","159","1750","2564","534994","435","10966","61","4686","20100","49400","20","262","2210","135","2535","30238","63","1494","16107","5502","5360","32","1346","15369","4900","2130","1","3","41","870","527","6581","258","14","1362","328","24","13","1978","1590","23876","90826","91504","8494","8701","7808","9020","2526","1325","977","218","235603","162777","21487","50005","40","507","256","181","17922","0","17112","2298","274809","65870","12446","21360","10209","11327","11374","43473","7682","23481","67587"
"R32000","島根県","694352","333112","361240","687180","329866","357314","86056","44115","41941","376877","191489","185388","222648","92523","130125","5551","2948","2603","1.78","9604","4708","4896","10548","5959","4589","11914","6485","5429","2931","1022","15.4","30.4","1.9","149","1706","2906","621340","455","10585","68","4627","22100","40400","95","511","3783","211","3199","35426","102","1956","19138","6454","6340","47","1780","18714","5905","2778","1","2","34","875","502","6701","237","31","1465","221","21","29","2645","409","23463","90313","103146","8433","9052","7893","8577","3121","1473","1265","365","282072","180691","34824","64572","43","723","271","277","21310","46","22136","3572","289805","67479","16175","24238","9371","10147","11836","51055","8645","26242","64616"
"R33000","岡山県","1921525","922226","999299","1885691","906580","979111","247890","127760","120130","1098140","544837","553303","540876","230625","310251","15599","8031","7568","1.54","21525","10888","10637","29352","16318","13034","30602","17002","13600","9260","3296","16.2","32.3","2.3","100","1333.5","9673","2002113","744","21157","170","12668","29200","87500","303","1611","18001","410","7369","103081","170","4219","55132","18636","18072","86","4038","54907","17534","8861","10","17","269","3634","3232","37472","1390","86","8362","1021","56","16","9211","1252","65292","256813","328260","22527","22924","20760","36291","12738","5427","5292","1960","1122083","658171","194422","265782","147","1659","996","398","42125","393","40584","5677","279855","73455","15988","23040","12043","11844","12788","36888","11510","27014","55286"
"R34000","広島県","2843990","1376211","1467779","2795626","1352494","1443132","375890","192324","183566","1662522","833708","828814","774440","331636","442804","23678","12021","11657","1.6","29879","15022","14857","46864","27407","19457","49720","28339","21381","13712","4942","16.6","31.6","2.8","106","1641","11428","2594351","733","27103","181","16994","51900","167300","270","2120","29847","508","9525","152704","272","5582","79301","26566","25532","129","5366","73624","23468","14065","6","20","131","4079","2312","54294","1117","54","11859","1271","80","28","12602","2488","75594","341202","484830","30170","28572","26376","60127","16751","5384","6936","4382","1446278","654664","439050","349101","212","2583","1558","607","63867","66","61614","7672","279516","74124","19840","22106","9847","11859","12320","33741","7893","26035","61752"
"R35000","山口県","1404729","665008","739721","1390689","658572","732117","170022","86998","83024","778430","387115","391315","447862","185728","262134","10360","5395","4965","1.6","18211","8935","9276","21869","12808","9061","26499","14895","11604","5901","2423","15.9","32","0.9","122","2061","5819","1248021","812","18672","84","6784","25600","46300","185","1295","15907","320","5148","70045","172","3191","37358","12590","12203","78","2953","35131","11286","4819","5","10","96","1444","964","17463","433","13","3605","533","42","45","5195","2916","42363","168906","187919","15489","16129","14325","22069","7686","3300","3140","1211","674535","384680","122047","164704","119","1271","681","301","25151","71","24309","3205","299578","70527","22246","21472","12208","10846","12037","44502","11350","28421","65970"
"R36000","徳島県","755733","359790","395943","747141","356356","390785","87030","44704","42326","428059","211475","216584","230914","98168","132746","5586","2921","2665","1.53","9847","4967","4880","9478","5462","4016","11712","6456","5256","3229","1211","17","31.7","3.3","105","1985.5","3282","712412","597","10264","41","3033","30400","61600","161","767","6798","209","3149","36867","92","1863","20453","6973","6847","38","1690","19743","6331","3271","3","4","103","1658","732","11761","349","19","2514","496","18","5","2328","109","23917","100704","102254","8857","9183","8358","12470","4012","2128","1505","375","386062","264168","37061","84410","98","744","427","203","16071","57","15263","2493","277856","66752","18102","22221","9184","12439","12080","34157","9903","27968","65049"
