"Code","Prefecture","A1101","A110101","A110102","A1102","A110201","A110202","A1301","A130101","A130102","A1302","A130201","A130202","A1303","A130301","A130302","A4101","A410101","A410102","A4103","A4200","A420001","A420002","A5101","A510101","A510102","A5102","A510201","A510202","A9101","A9201","B4101","B4102","B4103","B4106","B4109","C3301","C3302","C3801","C3802","C3803","C3804","C5401","C5403","E1101","E1301","E1501","E2101","E2401","E2501","E3101","E3401","E3501","E3701","E3702","E4101","E4401","E4501","E4601","E4602","E6101","E6102","E6201","E6202","E6301","E6302","E6501","E650110","E6502","E650210","E7101","E7102","E7201","E7202","F3101","F3102","F3103","F3104","F3105","F3106","G5105","H1800","H1801","H1802","H1803","H2600","H2601","H2602","H2603","I510120","I5102","I5103","J2503","J2505","J250502","J2506","J2526","L3221","L322101","L322102","L322103","L322104","L322105","L322106","L322107","L322108","L322109","L322110"
"R37000","香川県","976263","472308","503955","961844","465170","496674","122324","62766","59558","547844","274015","273829","286296","123355","162941","7719","4008","3711","1.63","11593","5785","5808","17999","10558","7441","18491","10504","7987","4626","1767","16.9","32.6","2.7","103","1209.5","4892","1090185","419","12694","132","8293","33100","73900","158","1219","13157","170","3631","52635","77","2184","28188","9574","9191","42","2187","26762","8537","4317","2","4","72","781","790","9081","353","14","1935","206","27","20","4940","619","35268","134082","177133","13147","12686","11680","17047","6538","2842","2589","1036","595260","353296","100171","139101","81","823","470","198","21152","129","20391","2908","312552","69654","13621","21923","9735","12193","14121","49489","9718","34390","77709"
"R38000","愛媛県","1385262","654380","730882","1365508","645090","720418","169110","86849","82261","776111","380949","395162","417186","173841","243345","10146","5177","4969","1.53","17585","8817","8768","17726","10256","7470","21595","11916","9679","6102","2395","16.8","31.4","2.8","115","1686.5","6093","1287263","479","15421","163","10098","37900","97600","158","1323","15188","296","5059","70996","136","2999","36522","12522","12185","66","2820","35543","11581","6046","5","5","90","1144","1397","15571","611","40","3393","359","40","12","5514","272","47165","185538","213769","16680","17090","15653","20457","6766","3569","2303","876","639315","423504","85448","127036","127","1250","680","306","26032","119","24242","3515","268439","65776","14288","21486","10368","10075","11507","37615","12437","24604","60281"
"R39000","高知県","728276","342672","385604","722728","339873","382855","83884","42777","41107","400605","198022","202583","237012","97919","139093","5052","2544","2508","1.51","10020","4872","5148","9199","5317","3882","11477","6243","5234","3057","1356","17.5","31.8","2.4","127","2966.5","2647","538897","432","10776","87","6024","31500","74000","47","386","3434","240","3069","34964","130","2154","19341","6585","6414","46","2057","19492","6181","2927","2","3","58","955","912","8327","370","55","1838","255","25","10","3582","575","31661","124492","98696","10255","10586","9854","9011","2722","1445","870","396","258024","168225","40572","47913","120","566","375","255","25020","47","19568","3016","305956","70501","26062","21922","10964","9910","11829","40685","8908","29103","76072"
"R40000","福岡県","5101556","2410418","2691138","4995297","2357649","2637648","676045","345945","330100","3057855","1488873","1568982","1304764","540362","764402","45235","23137","22098","1.52","50259","25013","25246","99936","55126","44810","96333","54039","42294","27566","10063","17.3","31.4","4.6","141","1867.5","19739","5378013","996","51293","397","41093","44600","202600","467","5094","65240","756","16444","274921","370","9735","140874","47266","45698","165","8607","132304","41980","22827","20","34","513","8708","8025","106688","3592","346","23116","2698","171","20","45604","3485","186425","757880","764998","57385","55258","49325","123291","41437","9735","22129","9335","3202364","1187392","903464","1095542","401","4608","3097","889","100010","759","104305","14434","299665","72020","20383","20513","10448","12733","11641","43064","20169","27485","61210"
"R41000","佐賀県","832832","393073","439759","827702","391011","436691","116122","59463","56659","483019","236845","246174","229335","94312","135023","7064","3662","3402","1.64","9702","4687","5015","15334","8468","6866","18005","9756","8249","3692","1354","17.1","32.1","2.7","124","2083","4034","887142","358","9867","58","4764","20200","40200","70","478","5562","172","3349","47427","98","2281","26255","8951","8654","45","2134","25470","8254","3552","3","2","88","812","840","7806","387","19","1694","287","30","3","3999","171","34073","132125","106412","11720","12542","10025","14230","5168","2104","2608","439","448803","265082","46189","135277","94","688","420","225","21704","11","21650","2710","275299","68715","15709","23110","10667","10006","14022","39205","9236","23691","60937"
"R42000","長崎県","1377187","645763","731424","1365241","639685","725556","177562","90930","86632","784862","383709","401153","404686","165381","239305","11020","5686","5334","1.67","16855","8117","8738","22919","13261","9658","28767","15874","12893","6118","2304","17.3","30.4","4.5","132","2392","4827","1000780","633","21194","79","7593","23600","85900","135","1018","10858","358","5429","73082","193","3442","39629","13488","13195","79","3286","40330","12915","5756","2","10","56","1743","852","16769","399","24","3714","443","41","5","4646","143","53482","201888","181070","17875","18675","16760","21726","6269","2852","2612","673","539487","338655","63340","127607","126","1400","744","455","33630","42","34783","4669","244581","68642","13645","22923","8854","9736","10229","27710","6649","21508","54685"
"R43000","熊本県","1786170","841046","945124","1771440","834781","936659","241167","123581","117586","1024400","500297","524103","511484","212154","299330","15577","7914","7663","1.68","20692","10212","10480","27916","15710","12206","31849","17700","14149","8249","3290","17.2","31.9","2.1","129","2292","8115","1608265","1247","27411","133","9360","27800","110200","122","954","12640","377","7024","97930","178","4148","51211","17427","17038","80","3859","49037","15719","7253","2","9","51","1744","837","25483","397","11","5489","701","52","6","8571","977","58882","245583","251604","20705","21272","19034","32808","10902","4589","4403","1782","985166","544206","183668","244504","176","1469","850","574","47875","659","51430","6497","292878","68629","26796","20815","10396","13187","10896","33052","13011","26401","69695"
"R44000","大分県","1166338","551932","614406","1150436","544698","605738","146413","74904","71509","657169","324315","332854","351745","146429","205316","9112","4636","4476","1.59","13958","6931","7027","18391","10487","7904","20803","11443","9360","5315","2066","16.8","31.3","3.4","111","1677.5","5303","1131954","1176","25053","165","11466","24800","53900","197","923","10742","296","4497","60605","140","2678","31560","10589","10404","60","2659","32226","10343","4797","5","5","161","1004","1926","14366","881","143","2990","328","46","14","4897","1606","43542","165587","160032","16721","17299","15556","17773","7063","2768","2991","1211","608514","327699","120332","153907","132","971","539","285","22937","536","23187","2750","272374","62901","18406","19470","9316","9522","9740","42609","7381","24001","69029"
"R45000","宮崎県","1104069","519242","584827","1096407","515969","580438","149608","76318","73290","622544","302970","319574","322975","134961","188014","9226","4618","4608","1.71","13494","6672","6822","18326","10484","7842","21788","11998","9790","5041","2308","17.7","31.1","3.1","137","3193","5749","1001723","482","15181","136","10748","24600","40200","107","661","7959","246","4134","61458","145","2916","32338","10945","10645","53","2662","32598","10620","4792","2","7","48","1040","770","10420","352","40","2197","267","33","7","4520","139","45463","178453","178867","18841","19683","17915","14807","6815","3153","2802","824","594773","365612","80006","145784","123","895","514","392","30467","0","31332","4065","256959","63913","13481","18245","9780","8695","11938","37204","9470","22607","61624"
"R46000","鹿児島県","1648177","773061","875116","1631662","766007","865655","220751","113463","107288","929758","450303","479455","479734","199212","280522","14125","7272","6853","1.7","21354","10350","11004","26451","15135","11316","31749","17367","14382","7724","3085","18.8","31.8","5.1","143","3663.5","7983","1513184","1079","27826","175","14645","27900","77000","181","1026","13770","542","7386","91005","242","4359","47842","16270","15847","93","4321","47126","14928","6367","4","6","151","1513","2266","15285","1031","28","3331","519","44","4","7738","154","72498","282391","222653","25289","26192","24037","21149","11140","4377","4808","1848","913582","491063","184739","228744","214","1409","815","488","35179","182","38253","4947","273828","63572","18747","19819","8740","9101","12657","42490","7116","24817","66769"
"R47000","沖縄県","1433566","704619","728947","1410487","692392","718095","247206","126229","120977","892109","447136","444973","278337","122713","155624","16941","8744","8197","1.96","11326","5992","5334","25441","13986","11455","25425","14141","11284","8695","3603","23.6","31.6","14.3","102","1425","5677","2101719","918","40623","372","33157","45700","118000","272","1219","17006","274","5905","99115","156","3698","50184","16881","16063","64","3627","46812","14234","5578","2","8","39","1326","974","18263","428","30","3938","313","54","39","10063","1508","59306","242432","184385","14694","16123","14227","31982","16065","3215","10784","2006","1111327","373298","189893","542426","81","888","615","377","35419","2591","36563","6192","233770","61078","20973","20365","9379","7912","9360","31706","8522","19215","45262"
