"Code","Prefecture","A1101","A110101","A110102","A1102","A110201","A110202","A1301","A130101","A130102","A1302","A130201","A130202","A1303","A130301","A130302","A4101","A410101","A410102","A4103","A4200","A420001","A420002","A5101","A510101","A510102","A5102","A510201","A510202","A9101","A9201","B4101","B4102","B4103","B4106","B4109","C3301","C3302","C3801","C3802","C3803","C3804","C5401","C5403","E1101","E1301","E1501","E2101","E2401","E2501","E3101","E3401","E3501","E3701","E3702","E4101","E4401","E4501","E4601","E4602","E6101","E6102","E6201","E6202","E6301","E6302","E6501","E650110","E6502","E650210","E7101","E7102","E7201","E7202","F3101","F3102","F3103","F3104","F3105","F3106","G5105","H1800","H1801","H1802","H1803","H2600","H2601","H2602","H2603","I510120","I5102","I5103","J2503","J2505","J250502","J2506","J2526","L3221","L322101","L322102","L322103","L322104","L322105","L322106","L322107","L322108","L322109","L322110"
"R10000","群馬県","2001000","985000","1016000","1967000","969000","998000","272000","139000","132000","1250000","638000","612000","479000","207000","272000","15637","7994","7643","1.41","20930","11006","9924","27260","15734","11526","28510","15904","12606","9147","3530","14.9","32.4","-1.8","91","1340","11698","2120390","1340","30525","205","11676","33600","65700","211","1893","21949","337","7082","114134","178","4181","58737","19934","19325","82","3908","53743","16874","8881","10","14","168","1676","2207","26146","1047","72","5373","581","72","26","9611","1463","73357","300914","209295","19501","19389","16920","48991","11925","6865","3459","1567","1199334","854752","165964","176068","120","1555","963","393","38895","10","42129","5335","285954","66772","13745","20208","9330","11223","12177","42701","8654","28398","72745"
"R11000","埼玉県","7209000","3612000","3597000","7119000","3573000","3546000","949000","486000","463000","4752000","2439000","2313000","1506000","687000","819000","58059","29918","28141","1.28","57670","31525","26145","159200","87177","72023","147057","81886","65171","36227","13547","15.4","33","-1.6","79","1324.5","39123","7654046","783","21321","368","15739","109000","241200","629","7279","115024","824","19949","390680","448","12136","197970","66325","63988","201","11197","175838","55086","31384","14","29","254","4374","4388","118690","1866","57","22034","1469","109","35","19136","3208","232411","1028226","472639","36469","43008","28890","242331","59446","18223","18570","21293","5208628","2199315","2028033","897662","294","4081","3418","887","76993","1186","78811","12580","317838","75422","24121","23737","10590","14865","14391","33600","14256","40037","66819"
"R12000","千葉県","6217000","3097000","3120000","6138000","3064000","3073000","801000","411000","391000","4043000","2066000","1977000","1370000","619000","751000","50379","25770","24609","1.31","51689","28008","23681","138402","77175","61227","142337","78780","63557","32186","11591","16.3","31.1","1.6","90","1258.5","30021","5828327","1476","50424","171","27315","72300","200200","579","5648","96398","848","18343","335370","407","10697","165905","55569","53995","185","9539","149103","46565","25337","11","28","245","4074","4253","106202","1788","170","21585","3059","107","26","16817","726","184511","869204","406251","32237","41279","27975","226683","41783","14319","14050","12995","3711733","1731985","1274522","686243","244","3678","3190","667","67713","1432","68828","9413","293108","72460","19963","20386","13123","12317","16342","32988","11457","33545","60529"
"R13000","東京都","13198000","6524000","6674000","12870000","6373000","6497000","1491000","762000","728000","8992000","4602000","4390000","2713000","1159000","1554000","106027","54333","51694","1.06","105723","56613","49110","394116","210566","183550","349634","191201","158433","86888","24927","16.5","31.2","1.5","95","1479.5","49438","14251015","1944","140891","684","96113","309200","1391700","1051","11122","171769","1367","31877","592192","819","19055","311982","104071","100878","434","18750","313870","98500","64724","46","139","1100","48616","19858","642914","8981","1634","150834","15925","431","168","142547","23029","524406","2363894","1791148","123178","88823","75947","633272","133589","18976","50945","62521","9594236","2225624","5052714","2226133","592","12612","10570","1644","166661","7855","166471","28178","313651","78848","23707","21154","10323","14231","15455","32833","20077","35972","61051"
"R14000","神奈川県","9060000","4544000","4516000","8934000","4487000","4448000","1184000","606000","579000","6009000","3106000","2903000","1865000","832000","1033000","76000","39073","36927","1.27","70946","38933","32013","210631","115123","95508","200512","113331","87181","50806","16792","16.3","31.4","1.9","96","1557","40672","9364657","1562","50572","338","30544","179000","401600","731","8532","142873","892","24532","481911","480","14400","235238","77472","73134","235","12367","198436","61420","37200","19","28","395","5138","7648","189578","3289","379","35724","3928","110","19","23662","3058","275639","1247816","531296","42070","49295","34674","382067","71722","16972","23446","30797","5992075","2001902","2854236","1083502","297","6424","4862","992","92828","3095","96770","15073","322798","74282","23770","20406","11908","16181","15280","34485","17757","36451","72278"
"R15000","新潟県","2364000","1143000","1221000","2353000","1139000","1213000","297000","152000","145000","1441000","732000","710000","624000","258000","365000","17667","9170","8497","1.41","27319","14112","13207","24711","14205","10506","26881","14972","11909","10278","3253","13.9","30.7","-0.7","171","1858","13064","2274249","2556","49145","366","21247","30100","90700","157","1514","15572","531","8678","124116","242","5155","65663","22237","21779","107","4763","64974","21026","9549","6","18","103","2325","1550","24871","730","31","5401","1125","80","8","16177","149","116633","437820","271588","36556","36357","34853","48363","11369","6747","3862","728","1177660","907039","76410","190547","110","1675","1182","674","59761","3","57704","7933","280430","67151","22062","24801","9151","8599","10370","40075","11435","25257","61529"
"R16000","富山県","1088000","525000","564000","1078000","520000","557000","140000","72000","68000","661000","334000","327000","287000","119000","169000","7823","4074","3749","1.37","12264","6235","6029","12978","7518","5460","13318","7385","5933","4628","1432","14.3","31.1","-1.1","191","2668.5","7077","1116729","502","15410","92","8003","32700","84500","93","649","7411","201","3717","59145","83","2168","30500","10308","10150","61","2354","28753","8791","4680","3","5","75","1100","1166","10207","505","19","2179","410","31","27","3339","2431","43344","168875","130746","15745","15683","14828","27450","5715","3456","1855","331","623340","485356","34952","97919","91","773","450","294","29862","0","28675","3877","299246","68186","12744","26337","9166","11167","13409","41082","9056","30270","77830"
"R17000","石川県","1167000","564000","603000","1157000","559000","598000","158000","80000","77000","730000","368000","362000","279000","115000","164000","9555","4931","4624","1.43","11962","6074","5888","17161","10077","7084","17915","10242","7673","5467","1711","14.8","31.3","-0.9","186","2467","5822","1216047","857","25672","125","10892","43400","90800","75","737","8122","232","4247","65598","102","2391","33822","11301","11136","56","2495","32249","10118","5417","5","12","114","2539","1761","24552","863","63","5389","909","35","21","4573","3631","47732","197152","149052","17478","17375","16217","30491","6658","3673","1973","588","670128","485690","66024","107293","88","871","493","344","36084","0","34180","4884","303281","73556","17097","25311","9048","13611","14139","34700","15626","28392","71801"
"R18000","福井県","803000","389000","415000","793000","385000","409000","111000","57000","54000","490000","247000","243000","202000","84000","118000","6728","3468","3260","1.56","8757","4400","4357","9123","5361","3762","10154","5759","4395","3727","1171","14.6","32.7","-1","182","2670","3967","855458","1155","17374","79","5081","34700","64900","125","555","5259","209","3186","45879","85","1871","24448","8277","8110","40","1829","23751","7506","4119","3","4","94","917","1230","8624","469","17","1732","343","22","22","2039","2210","27951","106528","96450","11944","11924","11209","20171","3579","2305","946","263","414627","332515","29899","48857","62","591","284","263","24731","0","24099","3184","300191","69639","11774","25518","9052","11486","10994","36870","12502","27673","84682"
"R19000","山梨県","857000","420000","438000","846000","415000","431000","113000","58000","54000","532000","271000","261000","213000","91000","122000","6412","3283","3129","1.41","9358","4893","4465","13265","7492","5773","15111","8536","6575","3922","1511","15","32.7","-3.8","79","1423.5","4485","912740","1469","25741","108","6917","29500","53600","74","618","6972","200","3246","47563","98","1955","25890","8810","8528","46","2067","27467","8652","4904","3","7","59","1089","1152","16269","540","80","3522","386","24","15","2500","185","34277","140362","76465","9356","9753","8728","23859","4256","3112","860","250","465724","386971","27770","46924","52","679","422","229","20276","0","19038","2436","264055","65244","17723","21213","8948","11210","10351","33480","10159","28215","57511"
"R20000","長野県","2142000","1042000","1101000","2115000","1030000","1085000","292000","150000","142000","1279000","647000","632000","571000","244000","327000","16917","8753","8164","1.5","23887","12019","11868","28731","15901","12830","28807","15807","13000","9985","3443","12","31.2","-5.7","113","958.5","11567","2124893","3111","67940","519","26953","27600","65500","118","1109","13168","393","7644","121890","198","4854","63671","21257","20673","104","4615","60170","18664","9258","9","8","258","1507","3343","14478","1480","70","3246","779","65","29","6725","2322","86764","355637","247054","28551","28690","27105","51635","10475","7021","2246","1193","1156410","893833","132977","127273","117","1553","1007","532","54441","0","48904","5857","297463","65610","12173","24044","9894","12724","12239","42852","9386","30437","78105"
"R21000","岐阜県","2071000","1003000","1069000","2038000","988000","1049000","287000","147000","140000","1280000","637000","643000","504000","218000","286000","16851","8654","8197","1.44","21053","10999","10054","27016","15114","11902","29367","15882","13485","9647","3385","15.9","33.2","-1.3","112","1779","10773","2214389","1251","25520","201","10944","36100","89600","188","1851","23174","378","7490","120294","198","4549","62344","20996","20025","82","4114","57002","18172","9850","11","12","293","1689","4087","19097","1515","114","3968","536","36","36","4514","3016","74973","305873","233939","22026","23345","19824","60984","10630","6555","2478","1519","1181381","861635","179177","135307","91","1570","939","412","44505","5","39551","4650","298591","66552","23210","24117","9434","13983","11979","49532","13861","28929","56995"
"R22000","静岡県","3752000","1847000","1904000","3695000","1820000","1875000","507000","260000","247000","2339000","1194000","1145000","903000","392000","512000","31172","15932","15240","1.49","37303","19581","17722","52784","30449","22335","54858","31056","23802","19093","6804","16.9","31.6","-0.4","98","2498","21505","4392262","3528","74522","373","27894","73700","141900","515","4450","62107","525","11450","208926","295","6971","107562","35931","34408","144","7058","101628","32523","17287","5","14","172","2039","2877","31760","1298","154","6967","852","95","40","13368","1785","137453","590837","336710","37078","37499","34932","115920","24439","13829","6672","3759","2528523","1760439","378276","369624","154","2693","1766","494","50736","366","51944","7780","302761","71829","25228","22652","10442","13036","11731","33948","12071","31146","70677"
"R23000","愛知県","7418000","3707000","3712000","7263000","3634000","3629000","1063000","545000","518000","4824000","2480000","2344000","1530000","680000","850000","68973","35374","33599","1.46","59720","32206","27514","108601","63245","45356","102222","59525","42697","42425","13451","16.1","32.7","-0.7","98","1785.5","40934","8407721","1439","57323","303","27816","101200","253200","522","5644","97925","983","22942","430770","439","13414","219695","72411","67416","220","12135","192780","60584","35462","24","51","567","10412","9643","172004","4312","300","37902","3736","176","100","44481","13715","236173","1015112","916509","60233","54953","50572","266364","55778","22144","18347","14802","5540733","2895159","1557691","1055046","288","5058","3672","1143","144524","1422","134999","15337","269308","71971","14452","22263","8773","13221","11766","34387","11238","29263","51974"
"R24000","三重県","1847000","900000","948000","1817000","885000","932000","251000","128000","123000","1145000","577000","567000","451000","194000","257000","15080","7742","7338","1.47","19271","10038","9233","28019","16548","11471","28987","16646","12341","8947","3264","16.1","31.3","0.9","100","1751.5","9546","1740554","1711","33153","85","7985","34900","66800","259","1726","20051","421","7150","104557","184","4171","54609","18224","17474","73","3840","50654","16074","8338","4","8","84","1226","1543","13669","691","58","3073","479","42","61","3862","3062","65474","271958","179892","18393","19465","17094","53894","9360","6115","2230","942","1020536","780054","106749","128833","89","1506","856","406","38696","40","37074","5245","299461","66165","15599","21556","10982","12931","13334","37554","13885","33453","74003"
"R25000","滋賀県","1413000","698000","715000","1393000","688000","705000","211000","109000","102000","908000","462000","446000","295000","128000","167000","13338","6863","6475","1.51","11884","6181","5703","27639","15748","11891","24525","14254","10271","7567","2341","15","32.8","-0.5","132","1800.5","8121","1596822","546","14374","123","8026","52500","88200","193","1695","19416","235","5264","86095","107","3016","43011","14227","13883","58","2784","38606","12067","6915","4","8","70","986","1020","33933","406","8","7396","1192","27","11","2244","657","60720","243513","124888","16187","16961","14374","48512","8774","4827","2207","1730","906632","611712","178580","115468","53","1004","556","234","25097","407","25269","4172","270193","69226","10503","21250","9157","10459","9928","37426","11442","30656","60146"
"R26000","京都府","2633000","1263000","1370000","2590000","1243000","1347000","333000","170000","163000","1674000","828000","846000","624000","264000","360000","20707","10535","10172","1.25","24733","12540","12193","53997","28802","25195","53960","29371","24589","12900","4713","16","33.6","-0.7","100","1650.5","10274","2210449","946","32045","200","21210","112100","323700","228","2276","30099","432","8753","137409","203","5367","72557","24277","23532","105","5184","71092","22220","14744","16","32","319","9251","5048","139276","2544","390","30601","4248","65","56","14882","5158","110757","467963","275478","27702","26698","21918","92081","15036","4572","5080","5328","1248533","537643","474132","232082","163","2481","1313","465","49612","198","51279","7251","287972","76455","17421","21188","9831","12573","11737","35929","12346","31660","58832"
"R27000","大阪府","8863000","4281000","4582000","8702000","4207000","4495000","1163000","595000","568000","5685000","2812000","2874000","2012000","873000","1139000","73919","37553","36366","1.3","78952","42528","36424","156059","84488","71571","151156","83019","68137","48581","19407","16.9","33.4","1","94","1614","30319","7673973","1185","74607","356","54733","150500","428900","785","7740","120602","1041","27000","482283","533","16516","253152","83243","79899","260","14913","227181","68556","39846","31","56","730","12878","13029","206486","5800","672","44644","4558","238","55","68350","9853","421584","1787353","1044223","105505","97179","85916","309902","59590","11364","21350","26302","4871782","1385962","2386030","1064387","495","8225","5443","1148","127604","1710","134386","20066","264034","71037","23403","20041","8674","10992","12140","25210","13949","28654","49934"
"R28000","兵庫県","5584000","2670000","2914000","5506000","2634000","2872000","757000","387000","370000","3521000","1725000","1796000","1304000","558000","746000","47351","24196","23155","1.4","52259","27515","24744","93085","50120","42965","91851","50104","41747","28283","10308","16.8","32.5","1.1","91","1624.5","22574","4986313","1709","43529","411","26437","97400","197200","724","4972","70804","809","18609","315644","392","10861","161853","53452","51356","213","10159","142961","44568","26721","19","42","430","6691","7807","114321","3665","391","24544","2180","92","96","17056","8746","202100","883666","441828","52366","55543","45942","195875","33013","10770","9554","12507","3067945","1350942","1206726","492744","316","4967","2966","804","73708","1071","78254","10511","272360","70132","17040","18262","9759","11699","11916","32839","11238","31361","58115"
"R29000","奈良県","1395000","660000","735000","1386000","656000","730000","182000","93000","89000","874000","420000","454000","340000","147000","193000","10400","5299","5101","1.27","13267","6756","6511","25330","13022","12308","27295","14217","13078","6260","2423","15","32.8","-1.7","99","1473","5226","1029700","477","9375","58","3565","57400","157100","204","1471","18084","219","4954","77284","120","3065","41682","13749","13506","53","2641","37903","11928","7001","5","10","134","1466","1581","21485","612","97","4768","436","41","37","3230","3572","47375","215344","100289","11787","14085","9893","49616","6158","2813","1147","2142","645187","357250","218128","67581","71","1165","694","188","23584","172","22283","3568","301667","70198","18037","21417","10056","13097","16292","33632","16800","30997","71139"
"R30000","和歌山県","995000","468000","527000","991000","466000","524000","126000","64000","62000","595000","290000","305000","274000","113000","161000","7460","3750","3710","1.49","12310","6147","6163","12382","6771","5611","14357","7817","6540","4601","1890","16.6","32.6","1.1","104","1750.5","4607","951112","857","18492","97","5275","39300","87800","111","760","8499","286","3911","53912","140","2493","30224","10250","10049","50","2329","29343","9140","4384","1","3","24","659","381","7088","166","3","1547","268","22","49","2903","2733","37646","152677","88216","12184","12637","11300","24677","4730","2845","1321","555","485262","354183","58894","71239","82","1059","550","202","21768","9","18968","2589","252829","62054","18932","19344","9688","9856","10370","27386","10530","23632","61036"
"R31000","鳥取県","586000","280000","306000","583000","279000","304000","77000","40000","38000","353000","178000","175000","155000","62000","93000","4931","2477","2454","1.58","6958","3467","3491","9300","5202","4098","10359","5706","4653","2697","1041","15","33.1","-0.7","166","2375.5","2501","452419","451","11079","59","4479","24200","62700","39","452","4344","147","2534","32216","65","1457","16620","5677","5509","31","1435","16649","5293","2291","1","2","44","794","573","6002","273","26","1243","379","23","13","1856","1356","27900","114741","60972","9091","9530","8625","12241","2230","1259","860","101","221637","163577","9697","47495","40","517","266","177","15810","0","15654","2390","263659","63787","15838","20340","9877","10142","12933","35722","6903","25266","62852"
"R32000","島根県","713000","341000","372000","708000","339000","369000","91000","47000","45000","414000","211000","203000","207000","83000","124000","5582","2816","2766","1.61","9412","4790","4622","10901","6055","4846","11894","6413","5481","3058","1043","15","31.6","-0.4","160","1975.5","2936","539490","507","10777","65","4175","24200","45800","116","565","4762","235","3344","37887","106","1954","19918","6801","6689","50","1821","20045","6532","3069","1","2","68","785","742","6395","317","43","1362","241","20","31","2355","417","29188","115518","90725","10809","10968","10024","11984","3088","1393","1431","233","275497","177817","23031","72193","46","732","282","250","18110","13","18987","3103","269293","62271","17840","23310","9174","9099","12532","44689","4813","25308","60258"
"R33000","岡山県","1941000","931000","1010000","1923000","924000","1000000","263000","135000","128000","1185000","589000","596000","493000","207000","286000","16635","8611","8024","1.48","20407","10518","9889","29998","16363","13635","29393","16024","13369","9665","3493","16.3","32.8","-0.7","87","1416.5","9220","1854865","827","22046","167","12519","34700","102500","329","1677","19659","426","7164","108762","172","4143","57058","19117","18415","91","4010","54401","17147","8844","10","17","290","3340","3673","36105","1531","139","7911","1060","57","17","8986","1035","81969","327000","270792","26401","26267","24189","46434","11301","6028","3695","1378","1084816","746878","131617","193397","157","1622","1002","385","38327","65","39905","5807","284840","63769","29639","22152","11484","11824","11238","38150","12340","25731","58514"
"R34000","広島県","2858000","1380000","1478000","2827000","1366000","1461000","386000","198000","188000","1776000","890000","886000","693000","290000","403000","25469","12992","12477","1.53","28608","14787","13821","47773","27401","20372","48730","27711","21019","14849","5133","16.2","32.3","-0.5","86","1502","11136","2584423","810","27655","181","16622","53600","160600","320","2321","33644","554","9456","158471","280","5527","82127","27531","26429","131","5414","75417","23772","14264","7","23","168","4074","2693","54104","1334","76","11716","1351","84","33","13038","2348","97553","453542","333925","34842","33683","31283","74771","17035","6138","6007","4724","1555127","757791","475113","313504","218","2611","1547","575","57042","213","56298","7442","298649","70291","21215","21150","9664","15554","13040","35208","12236","32526","67766"
"R35000","山口県","1444000","681000","763000","1432000","676000","756000","182000","93000","89000","853000","422000","431000","407000","165000","242000","11222","5747","5475","1.52","17884","8995","8889","23278","13552","9726","25270","14237","11033","6549","2414","15.6","32.4","-1.5","103","1891","6082","1305040","936","20762","88","7222","28300","55000","203","1270","16363","344","5257","75680","177","3256","39233","13215","12778","84","3066","36282","11591","4884","5","10","107","1453","1015","17211","440","22","3654","606","41","47","4941","2654","57001","228293","147372","18316","18763","17003","31427","6930","3604","2651","598","641250","437058","60170","138739","119","1276","670","288","24550","12","24551","3263","297516","63983","20010","20976","10502","11820","11441","45096","10202","28263","75224"
"R36000","徳島県","780000","370000","410000","776000","369000","407000","95000","49000","47000","473000","235000","238000","212000","87000","125000","5914","3061","2853","1.43","9435","4757","4678","10254","5711","4543","11386","6171","5215","3380","1367","16.7","32.2","1.3","85","2562.5","3277","777823","632","10124","34","2567","35400","74900","214","826","7717","260","3266","40484","96","1907","21402","7202","7080","42","1817","20801","6655","3299","3","4","113","1602","794","11768","399","45","2508","524","21","9","2508","184","32127","135164","98626","11294","11688","10738","16664","3384","2213","969","172","354801","283130","18306","51861","99","759","425","208","15545","29","14337","2602","272403","58673","22728","20462","8507","11107","13419","37619","8182","28187","63519"
