"Code","Prefecture","A1101","A110101","A110102","A1102","A110201","A110202","A1301","A130101","A130102","A1302","A130201","A130202","A1303","A130301","A130302","A4101","A410101","A410102","A4103","A4200","A420001","A420002","A5101","A510101","A510102","A5102","A510201","A510202","A9101","A9201","B4101","B4102","B4103","B4106","B4109","C3301","C3302","C3801","C3802","C3803","C3804","C5401","C5403","E1101","E1301","E1501","E2101","E2401","E2501","E3101","E3401","E3501","E3701","E3702","E4101","E4401","E4501","E4601","E4602","E6101","E6102","E6201","E6202","E6301","E6302","E6501","E650110","E6502","E650210","E7101","E7102","E7201","E7202","F3101","F3102","F3103","F3104","F3105","F3106","G5105","H1800","H1801","H1802","H1803","H2600","H2601","H2602","H2603","I510120","I5102","I5103","J2503","J2505","J250502","J2506","J2526","L3221","L322101","L322102","L322103","L322104","L322105","L322106","L322107","L322108","L322109","L322110"
"R10000","群馬県","1967000","971000","996000","1926000","950000","975000","247000","126000","120000","1163000","598000","565000","558000","246000","311000","13661","7127","6534","1.48","22125","11486","10639","26344","15485","10859","29080","16451","12629","8444","3241","15.6","31.5","-0.2","99","1249","12474","2474789","1225","30192","228","12685","30500","59200","175","1616","16282","316","6891","103990","169","4167","55957","19172","18741","81","3827","52890","17056","8902","8","13","169","1734","1978","26748","972","51","6181","574","68","24","9577","1784","51425","202388","255851","16054","16547","14059","45098","13786","6582","4861","2331","1297306","792670","253944","248888","116","1561","977","401","41187","5","41593","4438","268603","70242","12391","18026","9164","11524","11909","41398","8953","27206","57790"
"R11000","埼玉県","7289000","3639000","3651000","7169000","3581000","3587000","907000","465000","442000","4525000","2331000","2195000","1857000","843000","1014000","54447","28111","26336","1.37","63466","34667","28799","159389","86902","72487","143829","79789","64040","34199","12481","15.9","32.3","-0.5","101","1301","39625","7718981","709","22291","373","17214","106200","250200","574","6875","102070","820","20355","375064","446","12419","193238","65634","63174","196","11246","177926","57262","32957","13","28","241","4520","4325","114574","1928","62","22767","1395","107","27","20547","2709","151364","665150","613434","29370","34687","23109","227072","61962","15917","24945","20955","4997119","1887338","1985810","1115458","293","4225","3546","1134","99116","1026","97666","15589","328756","80706","25480","23409","10412","14163","13973","46246","20114","38281","55973"
"R12000","千葉県","6236000","3099000","3136000","6137000","3056000","3081000","762000","391000","371000","3818000","1959000","1860000","1655000","750000","905000","45387","23274","22113","1.35","56396","30736","25660","143081","79076","64005","127006","71421","55585","29610","10612","16.8","31.2","3","107","1604.5","30842","6358940","1333","54158","178","30761","72000","216300","534","5428","83985","816","18307","318489","405","10962","163368","55188","53591","183","9673","152551","49330","27450","10","27","201","4015","3633","100426","1704","197","21619","2457","99","18","19468","504","120302","556477","561963","25907","32688","21868","214735","50262","12425","21411","16286","3988514","1462873","1582383","932302","252","3778","3256","886","88407","1460","87543","12530","312146","80029","21073","19489","11172","12355","12963","43994","14250","36831","59989"
"R13000","東京都","13624000","6717000","6907000","13207000","6514000","6693000","1535000","784000","751000","8969000","4583000","4386000","3120000","1350000","1771000","111962","57359","54603","1.24","113415","59824","53591","413444","218211","195233","339267","185944","153323","86009","23470","16.4","31.6","1.8","113","1779","48868","16148737","1939","154859","693","102246","332800","1699300","1004","11191","161275","1339","33414","594053","808","19387","306820","103274","99640","429","19259","318447","102326","67416","38","137","843","51115","14241","659782","6432","1123","152640","14955","402","152","145607","24038","342829","1572540","2725410","107565","76500","65337","663081","153621","16309","75183","61640","9762017","1894326","4818825","3011526","601","13184","10658","2234","219392","8466","212963","37125","321147","84980","27212","20669","11039","14572","14951","32043","18794","35661","61225"
"R14000","神奈川県","9145000","4565000","4580000","8986000","4489000","4497000","1135000","581000","554000","5778000","2987000","2791000","2232000","997000","1234000","70648","36257","34391","1.36","77361","41519","35842","205368","112883","92485","193312","108956","84356","46695","15673","16.9","31.3","3.4","116","1969.5","39568","8230567","1362","49915","336","32183","174500","493900","676","8095","124045","888","25067","462880","475","14631","232971","78659","75216","235","12779","208172","66400","40674","15","31","347","5360","6657","179410","2924","183","35754","3806","110","13","26562","3231","184558","817380","765309","32530","37556","26280","370171","77303","15021","32203","29512","5629324","1738993","2558895","1308281","294","6711","4989","1457","125916","497","126825","20132","325377","84424","18414","20000","9829","14613","16215","41694","15725","36670","67794"
"R15000","新潟県","2286000","1107000","1179000","2273000","1102000","1171000","271000","139000","132000","1315000","669000","646000","700000","299000","401000","15736","8125","7611","1.43","28822","14460","14362","21316","12520","8796","27505","15145","12360","9311","2987","14.5","31.1","0.7","164","1499","13781","2234220","2175","44854","292","20281","26200","75300","101","925","8263","484","8355","112133","238","4962","58851","20501","20074","104","4426","59454","19427","8693","5","18","97","2395","1467","25937","689","42","5854","1087","81","5","15602","154","81143","293271","362539","29555","29915","28385","40429","12750","6595","5136","992","1216083","850033","103427","260404","111","1688","1168","692","65536","0","60438","7801","275978","73208","13701","24123","9668","8742","11481","37333","10838","24245","62638"
"R16000","富山県","1061000","513000","548000","1049000","508000","541000","127000","65000","62000","604000","308000","296000","330000","140000","190000","7302","3720","3582","1.5","12864","6444","6420","12206","7288","4918","13210","7210","6000","4486","1368","15.2","31.3","1","171","2335.5","7730","1220550","435","14788","99","8708","30600","72600","66","487","4547","193","3614","53112","83","2149","29312","10111","9994","53","2313","28624","9115","4758","2","5","73","1052","1084","10189","501","16","2255","435","28","24","3253","2980","31352","116567","167922","11707","11840","11027","23553","7249","3368","3060","651","692385","459498","72795","153793","87","758","453","288","31483","0","29281","2988","309205","75501","12236","24105","9540","11371","12630","45581","11414","27761","79066"
"R17000","石川県","1151000","557000","594000","1140000","552000","588000","147000","75000","72000","677000","343000","334000","327000","139000","187000","8927","4646","4281","1.53","12422","6202","6220","17519","10329","7190","18330","10874","7456","5126","1653","15.7","31.8","1.5","177","2390.5","6299","1282495","759","24975","125","11663","41800","98400","61","735","7105","212","4119","60503","91","2278","32309","11054","10949","56","2475","32574","10550","5739","5","12","100","2651","1607","25251","746","35","5827","906","37","20","4813","3307","33986","133072","186137","12031","12094","11006","28960","7867","3791","3052","890","751808","489856","96849","158367","82","872","481","337","36277","0","34170","3907","306605","75981","19791","23257","8273","12429","11480","46507","13489","30597","64802"
"R18000","福井県","782000","380000","403000","772000","376000","397000","102000","52000","50000","451000","228000","223000","229000","99000","130000","6112","3173","2939","1.65","9228","4606","4622","8557","4946","3611","10377","5810","4567","3453","1119","15.6","32.3","1","165","2027","4266","810277","1003","16008","77","5240","31000","55700","88","437","3078","202","3158","42962","84","1887","22710","7821","7697","36","1682","22839","7564","4227","2","5","88","898","1148","9359","444","3","2057","406","21","17","1681","1861","21120","77476","125688","9311","9359","8734","17778","4091","2477","1204","402","445614","336377","45153","63028","58","581","292","267","26668","0","25444","2432","265134","69783","12335","22408","8805","10267","10821","33764","10638","23791","62521"
"R19000","山梨県","830000","406000","424000","818000","401000","417000","101000","52000","49000","487000","248000","238000","242000","106000","136000","5819","2945","2874","1.51","9565","4901","4664","12366","7189","5177","14377","7923","6454","3673","1369","15.7","33.4","-2.3","97","1125","4582","819644","1384","24114","124","7875","25400","47300","62","541","4622","185","3131","42379","92","1866","23371","8024","7740","42","1933","25501","8229","4682","3","7","64","1224","1163","16008","576","98","3521","305","24","13","2446","163","25505","98975","107183","7897","8337","7386","20122","4952","2903","1549","468","493023","355668","51605","84133","52","698","441","226","23755","0","19967","2407","282995","67954","23148","21660","10748","10311","13039","35038","7299","27853","65946"
"R20000","長野県","2088000","1017000","1071000","2060000","1005000","1055000","265000","136000","130000","1182000","601000","580000","641000","280000","361000","15169","7851","7318","1.59","25110","12583","12527","25765","14493","11272","28445","15657","12788","8967","3180","13.1","31.9","-3.8","93","923","12309","2212565","2750","63960","510","27106","25300","55000","100","955","9889","374","7322","111050","197","4834","60144","20598","20032","101","4500","58584","18898","9086","9","9","241","1551","3112","14533","1395","58","3127","730","61","22","6642","1718","63655","250644","345383","22192","22401","20944","45377","12031","6860","3628","1521","1202718","845682","166847","188281","115","1570","1022","544","57668","0","49218","6249","296357","70398","16791","22715","10563","10884","15764","48285","9397","27417","64141"
"R21000","岐阜県","2022000","979000","1043000","1985000","963000","1022000","263000","135000","128000","1177000","589000","588000","581000","255000","326000","14831","7549","7282","1.54","22471","11521","10950","25459","14304","11155","30490","16702","13788","8581","3058","16.9","34.3","1.7","113","1988","10512","1977893","1136","24710","204","11570","33700","84100","184","1925","22388","374","7305","109907","191","4470","59474","20069","19067","81","4075","56508","18379","10275","11","12","314","1751","4185","19292","1588","76","4264","588","34","36","4364","3599","51602","200182","313480","16680","17237","14827","52718","10523","5990","2643","1874","1115125","753829","212240","147027","90","1589","960","404","44696","23","38018","4399","292863","73226","16419","23381","10533","12597","12470","47207","10404","26278","60350"
"R22000","静岡県","3688000","1815000","1872000","3623000","1785000","1838000","472000","242000","229000","2165000","1110000","1055000","1051000","463000","588000","27652","14231","13421","1.55","39294","20359","18935","49211","29177","20034","55601","31509","24092","17079","6237","17.6","32.3","2.3","107","2441.5","21105","3806267","3073","70264","376","28879","66300","139500","430","3790","48597","514","11438","195265","295","7016","103594","35112","33619","138","6924","100664","32825","17354","5","14","146","2123","2276","32895","1088","103","7394","791","93","27","13829","1577","99738","410526","545942","28587","29268","26710","97045","24800","12256","8187","4178","2364310","1507880","419423","424619","150","2711","1783","576","59512","449","58244","6853","297327","76472","17435","21197","9451","10581","11860","41300","13400","25569","70061"
"R23000","愛知県","7507000","3755000","3752000","7324000","3667000","3657000","1018000","522000","496000","4667000","2418000","2249000","1821000","814000","1007000","64226","32985","31241","1.56","65227","34503","30724","111160","66016","45144","104895","61494","43401","40671","12464","17","33.8","1.9","114","1686","42723","8933359","1184","56399","296","28144","99000","352000","492","5440","89448","976","23633","414657","443","13704","213816","72657","67654","221","12466","201322","65204","37715","22","50","509","11020","8511","173266","3758","285","39335","3641","178","75","47433","12662","160988","695551","1063590","43591","40658","36865","251128","62316","20212","26045","15863","5440819","2550001","1616681","1258466","285","5298","3707","1302","163907","202","147581","17049","295673","77270","16625","20415","9980","13320","12864","40081","13957","31292","59868"
"R24000","三重県","1808000","880000","928000","1775000","864000","911000","231000","118000","113000","1062000","538000","524000","516000","225000","291000","13202","6806","6396","1.51","19830","10131","9699","25728","15260","10468","29325","16807","12518","8174","2923","16.9","32.2","2.9","115","1785.5","9444","2083131","1457","31891","97","9177","30400","62200","224","1632","18060","394","7084","96695","174","4083","51664","17513","16739","73","3696","49843","16212","8249","3","7","83","1255","1470","13615","682","67","3018","414","40","51","4300","2961","47153","186544","240994","14137","14812","12954","46768","10812","5468","4040","1237","1030797","681375","137879","207883","87","1523","850","403","42051","101","38296","5191","296627","71125","14259","20328","11380","11966","12617","39905","10494","27705","76848"
"R25000","滋賀県","1413000","697000","716000","1392000","686000","706000","202000","104000","98000","860000","437000","423000","350000","156000","195000","12072","6143","5929","1.56","12507","6469","6038","24656","14164","10492","25362","14555","10807","6822","2202","15.8","32.9","1.4","124","1628.5","7755","1488042","508","14213","127","8510","46500","87700","156","1410","15125","227","5388","82412","107","3117","42793","14500","14089","61","2869","39718","12884","7205","3","8","62","1048","879","29445","433","9","6303","1056","26","11","2396","921","41453","163176","169530","12630","13829","11529","44611","9200","4376","3056","1764","879124","537698","175923","165247","50","1062","558","270","29210","339","29388","3790","299756","78255","12168","22048","12619","13329","13093","44974","13693","30638","58940"
"R26000","京都府","2605000","1246000","1359000","2559000","1224000","1335000","312000","160000","152000","1560000","772000","789000","733000","314000","419000","19327","9863","9464","1.34","25830","13117","12713","53759","28732","25027","54509","29724","24785","12143","4222","17.1","34.7","2","112","1840","10345","2365619","906","35650","239","25720","102900","374500","217","2329","25774","399","8622","130041","202","5342","69418","23646","22886","106","5288","72375","23480","15542","13","34","241","9946","4011","141385","1847","232","31540","4046","65","51","15546","4706","73899","320304","368283","20884","20917","16980","90189","16223","4630","6435","5054","1299036","536216","453369","303370","159","2471","1313","454","50886","64","51183","7172","274853","79319","17441","21800","9101","11171","11469","29498","15204","29586","50264"
"R27000","大阪府","8833000","4249000","4583000","8672000","4174000","4498000","1083000","554000","529000","5383000","2667000","2716000","2366000","1029000","1338000","68816","35343","33473","1.37","84390","45092","39298","152537","82271","70266","150743","82905","67838","46186","17279","17.7","35","3.4","105","1453.5","29670","8597956","1160","80869","421","62306","147800","690600","679","6809","97597","1015","27493","444586","528","16943","238200","81618","78093","257","15117","235580","75858","45264","25","55","643","13258","11034","215824","5021","578","46614","4351","224","44","71912","10641","276551","1190860","1408554","75551","68991","60324","307724","70054","11406","32990","25318","4894962","1354934","2076004","1441333","483","8387","5553","1268","143580","1434","142096","15896","251435","76832","11594","20580","8724","10316","12272","26565","10883","23429","50242"
"R28000","兵庫県","5520000","2633000","2887000","5438000","2594000","2844000","702000","359000","343000","3284000","1610000","1673000","1535000","663000","871000","43378","22346","21032","1.49","55422","28505","26917","85933","46016","39917","92693","50814","41879","25808","9302","17.8","33.7","3.9","96","1346.5","22482","5383201","1554","44189","428","28552","101300","238200","578","4454","58076","771","18384","293190","386","10693","152827","51962","49820","207","10329","144943","47201","28645","17","37","376","6853","6633","112892","3014","283","25022","1954","97","81","18383","7724","143946","620431","600960","37977","40133","32872","184646","34793","10627","14011","10117","2897957","1282881","935549","675482","318","5033","3011","900","85944","1050","89741","9516","264958","75177","21605","16592","7773","10528","12004","30157","10409","27831","52882"
"R29000","奈良県","1356000","640000","717000","1347000","635000","712000","166000","85000","81000","789000","380000","409000","401000","175000","226000","9430","4780","4650","1.36","14054","7213","6841","23004","11822","11182","26623","13768","12855","5628","2183","16","34.3","0.5","109","1493.5","5652","1058289","405","8690","63","3860","52500","149500","183","1378","14392","215","4881","70852","117","2934","38760","13255","12989","53","2631","36967","12061","7082","4","11","130","1520","1402","19539","533","114","4436","365","34","32","2921","3730","34263","145369","137904","8561","10042","7243","44046","6738","2748","2081","1882","663183","340299","195938","123946","73","1208","689","190","23746","260","23077","3338","323726","79763","16678","23745","11276","13165","16544","48065","13748","35162","65580"
"R30000","和歌山県","954000","449000","505000","949000","447000","502000","114000","58000","56000","538000","263000","275000","302000","127000","175000","6658","3445","3213","1.5","12619","6305","6314","10681","5900","4781","14575","7744","6831","4061","1771","17.7","33.9","3.6","100","1508","4551","808409","724","17556","100","5992","34300","78600","86","600","6586","267","3832","47469","134","2401","26777","9283","9130","49","2208","27857","8986","4388","1","3","25","708","410","6986","201","1","1556","273","23","37","2764","2127","26535","108748","101927","8755","9417","8096","20956","4973","2791","1293","877","495093","335461","81760","75848","75","1056","547","190","22555","10","19559","2514","247243","66828","12886","19527","11120","9394","12401","26256","7166","24723","56942"
"R31000","鳥取県","570000","272000","298000","566000","271000","295000","73000","37000","36000","324000","163000","161000","173000","72000","101000","4436","2312","2124","1.6","7357","3662","3695","8672","4901","3771","9982","5487","4495","2444","937","16","33","1.3","163","1795","2619","564740","386","9444","58","4481","19800","48300","20","248","2190","132","2529","29791","63","1488","15853","5360","5182","32","1335","15461","4881","2060","1","3","42","881","523","6650","233","4","1459","334","24","13","1958","1158","21198","81811","100771","8010","8275","7429","10348","2823","1412","1194","189","257060","174052","18440","61950","39","503","257","180","17760","0","17106","2175","252245","68331","12124","19833","9553","9633","10022","35548","8142","24172","54887"
"R32000","島根県","690000","331000","358000","684000","329000","355000","86000","44000","42000","376000","192000","184000","228000","96000","133000","5300","2729","2571","1.75","9562","4605","4957","10248","5812","4436","11500","6229","5271","2753","949","15.9","32.2","1.5","154","1800","3016","531009","438","10414","67","4585","21700","40100","92","505","3679","206","3201","35161","102","1957","18727","6482","6350","47","1755","18886","6045","2770","1","2","35","892","503","6652","243","23","1454","236","21","29","2560","440","22619","85222","114191","8300","8792","7742","9782","3334","1543","1451","330","295996","188433","32354","73987","43","725","273","278","21925","38","22568","3598","278273","70301","21697","22004","10553","9968","10712","42183","8189","28907","53760"
"R33000","岡山県","1915000","919000","996000","1896000","911000","985000","247000","127000","120000","1107000","552000","555000","560000","239000","321000","15477","7904","7573","1.56","21532","10905","10627","28054","15682","12372","30027","16540","13487","8916","3245","16.6","34.3","0.8","95","1513","10144","2001131","723","20662","168","12600","29100","88600","284","1569","17360","403","7402","102067","165","4172","54015","18462","17859","86","4060","54851","17762","9001","10","17","258","3684","3136","37653","1334","77","8499","1051","52","16","9565","1410","61806","238547","355498","21144","21466","19374","41935","13853","5714","6081","1935","1182169","683286","190957","303866","147","1661","1000","408","43355","875","42083","5557","300762","72346","18401","21919","11831","11702","14967","39394","13481","27739","68983"
"R34000","広島県","2837000","1375000","1462000","2799000","1356000","1443000","372000","190000","182000","1666000","842000","824000","799000","343000","456000","22736","11747","10989","1.57","29994","15027","14967","45966","27166","18800","48102","27326","20776","13594","4691","17.2","34.3","2.3","109","2124","11786","2882711","726","28291","187","18352","52700","174000","266","2103","28785","492","9534","152080","270","5577","78536","26747","25630","129","5380","73258","23780","14441","6","20","129","4046","2006","54586","1039","45","12227","1295","80","27","12449","2609","72229","317087","496164","28514","27326","25121","65914","18253","5642","7631","4949","1544873","677826","493069","371902","213","2572","1566","623","64526","161","61527","7802","306819","78188","21227","20162","10955","11018","12866","44792","12419","29647","65545"
"R35000","山口県","1394000","660000","734000","1381000","655000","727000","167000","86000","82000","769000","384000","385000","458000","190000","267000","9844","5076","4768","1.58","18366","9205","9161","21394","12731","8663","25195","14206","10989","5906","2149","16.5","34.2","0.7","132","2493","6207","1269514","770","18583","86","7160","25400","45500","182","1340","15616","317","5137","69235","167","3140","36640","12738","12334","80","2986","34834","11321","4917","5","10","93","1460","923","17864","428","17","3756","576","42","44","5119","2943","39624","156361","199961","14383","15006","13331","25920","8311","3391","3462","881","753357","390187","89914","187979","119","1283","679","300","25622","65","24087","3282","317272","72532","16615","20782","10820","11629","13768","52825","13778","30004","74519"
"R36000","徳島県","750000","357000","393000","746000","356000","390000","86000","44000","42000","426000","211000","215000","238000","102000","136000","5346","2732","2614","1.51","9855","4830","5025","9107","5265","3842","10855","5951","4904","3177","1184","17.6","33.9","3.5","105","1715","3436","704232","583","10051","44","3093","30100","60800","150","730","6482","207","3116","36195","91","1858","19863","6867","6735","38","1670","19693","6443","3421","3","4","102","1633","695","11946","308","29","2571","526","18","4","2271","114","23272","97272","111323","8758","9179","8302","13188","4658","2216","2057","352","422360","272883","34421","113149","97","746","431","202","16348","60","15253","2374","295192","67079","18117","20832","10510","21971","11447","42249","11736","24998","66254"
"R37000","香川県","972000","471000","502000","964000","467000","497000","122000","63000","59000","553000","279000","274000","297000","129000","168000","7510","3874","3636","1.64","11908","5909","5999","16937","9895","7042","18038","10278","7760","4593","1613","17.5","34.5","2.8","92","1286","5005","976364","409","12603","132","8227","32900","73200","154","1201","12451","167","3598","52088","77","2145","27541","9275","8916","42","2166","26840","8662","4475","2","4","69","767","741","9049","374","16","1987","228","27","20","5137","480","33139","126251","190167","12351","12017","10994","19668","6789","3002","2783","964","607013","365012","93295","146941","80","830","478","193","20859","324","19816","2860","285575","67459","18679","21620","9407","9882","12127","36765","8212","27328","74096"
