"Code","Prefecture","A1101","A110101","A110102","A1102","A110201","A110202","A1301","A130101","A130102","A1302","A130201","A130202","A1303","A130301","A130302","A4101","A410101","A410102","A4103","A4200","A420001","A420002","A5101","A510101","A510102","A5102","A510201","A510202","A9101","A9201","B4101","B4102","B4103","B4106","B4109","C3301","C3302","C3801","C3802","C3803","C3804","C5401","C5403","E1101","E1301","E1501","E2101","E2401","E2501","E3101","E3401","E3501","E3701","E3702","E4101","E4401","E4501","E4601","E4602","E6101","E6102","E6201","E6202","E6301","E6302","E6501","E650110","E6502","E650210","E7101","E7102","E7201","E7202","F3101","F3102","F3103","F3104","F3105","F3106","G5105","H1800","H1801","H1802","H1803","H2600","H2601","H2602","H2603","I510120","I5102","I5103","J2503","J2505","J250502","J2506","J2526","L3221","L322101","L322102","L322103","L322104","L322105","L322106","L322107","L322108","L322109","L322110"
"R16000","富山県","1072000","517000","554000","1061000","513000","548000","133000","68000","65000","619000","314000","305000","318000","134000","184000","7556","3914","3642","1.45","12584","6469","6115","11891","6934","4957","12982","7247","5735","4540","1417","14.3","30.3","-0.5","168","2535","7515","1412406","460","14545","93","8003","30400","70700","86","617","6605","196","3651","55277","83","2183","30419","10189","10041","53","2316","28857","9365","4870","2","5","75","1091","1161","10206","554","17","2295","402","30","25","3494","3012","34963","133516","163119","13079","13181","12266","22549","5527","3230","1829","416","591621","444592","45831","97588","88","768","453","288","30235","0","28968","3977","339622","74998","12856","25893","13347","12239","11924","48245","11055","31366","97700"
"R17000","石川県","1157000","560000","597000","1148000","556000","592000","152000","77000","74000","691000","350000","341000","313000","132000","181000","8961","4580","4381","1.45","12190","6138","6052","16994","10090","6904","17580","10148","7432","5370","1708","14.8","30.4","0.7","161","2634.5","5830","1361641","791","25818","123","11150","41600","85100","68","718","7830","228","4190","62162","95","2344","33427","11121","10990","56","2475","32306","10314","5602","5","12","107","2568","1605","25015","755","43","5515","896","36","20","4774","3556","38863","153493","188853","14347","14215","13115","26338","6766","3426","2372","951","688265","445281","109928","130887","84","874","488","333","35611","0","34110","4920","335861","77986","16871","26048","10907","13244","13716","59617","14993","32808","69671"
"R18000","福井県","791000","383000","408000","782000","380000","402000","106000","54000","52000","463000","234000","229000","220000","94000","127000","6166","3169","2997","1.55","8817","4421","4396","8048","4768","3280","10294","5858","4436","3706","1135","14.6","30.7","-0.3","169","2463.5","3889","856729","1067","16166","75","4893","32000","57400","122","572","4768","206","3169","43775","85","1900","23464","7906","7754","39","1762","23235","7503","4147","2","5","82","890","1215","9029","484","11","1954","337","21","19","2000","1952","23629","87820","112191","10420","10460","9693","16283","3548","2233","966","329","405228","314231","39250","50187","60","582","292","253","24260","0","24329","3228","283518","68391","19387","24709","9192","10854","11722","40858","6682","25645","66078"
"R19000","山梨県","841000","411000","430000","830000","407000","423000","106000","54000","52000","504000","257000","247000","231000","100000","131000","6063","3097","2966","1.43","9755","4983","4772","12029","6852","5177","14593","8047","6546","3723","1401","14.7","32.4","-2.8","82","1190","4400","779377","1411","23340","113","6990","26600","48700","74","618","6403","191","3186","44172","97","1944","24500","8401","8139","44","2002","26346","8549","4874","3","7","60","1151","1154","16107","579","89","3537","301","23","13","2458","202","29677","118640","98297","8552","8942","7959","17606","4601","2710","1392","335","448684","331728","37159","70012","52","688","433","219","20631","0","18958","2466","300073","72357","24946","23870","10962","11438","10058","39919","11525","29460","65537"
"R20000","長野県","2110000","1027000","1083000","2084000","1016000","1068000","278000","143000","135000","1216000","616000","600000","615000","267000","349000","15848","8173","7675","1.54","24751","12398","12353","25794","14392","11402","29073","15913","13160","9514","3279","11.9","30.3","-5.2","110","902","11957","2008150","2946","65677","520","26703","26000","56800","119","1119","12681","381","7452","115529","200","4900","62094","20902","20354","102","4502","59093","18887","9076","9","8","245","1501","3414","14264","1617","67","3099","651","62","25","6764","1938","70759","286966","305109","24598","24735","23094","39743","10807","6559","2987","962","1106961","827093","106573","157905","116","1561","1020","548","56934","0","50155","6309","311287","70033","22459","25582","10328","12278","15129","41050","13225","31192","70011"
"R21000","岐阜県","2043000","989000","1054000","2008000","974000","1034000","274000","141000","134000","1210000","603000","607000","557000","244000","313000","15138","7709","7429","1.42","21658","11256","10402","25258","14201","11057","29412","16055","13357","9071","3182","16.1","32.2","0.4","109","1719","10486","2109552","1187","25156","203","11420","33700","83900","188","1935","23033","375","7391","113603","195","4511","61278","20705","19644","81","4077","56681","18477","10355","11","12","317","1741","4354","19528","1614","91","4363","599","36","34","4563","3429","60418","236557","293132","18553","19278","16405","46100","10331","5911","2464","1936","1113946","759122","217756","134185","90","1579","947","407","45527","27","40628","4846","270768","62884","12774","25082","9493","9440","11702","42256","10928","26269","59940"
"R22000","静岡県","3715000","1828000","1886000","3656000","1801000","1855000","488000","251000","237000","2219000","1136000","1083000","998000","437000","561000","28684","14832","13852","1.5","38342","20023","18319","48814","28594","20220","56054","31705","24349","18066","6439","16.6","30.9","2.2","106","2374","20354","3921850","3233","70973","376","27818","67000","138700","504","4466","59003","516","11457","199947","295","7038","105808","35474","33906","140","6955","100819","32404","17438","5","14","155","2072","2593","32344","1212","116","7186","805","97","34","14034","1656","116360","482634","489704","33119","33877","30961","88243","23843","12064","7682","3894","2309187","1505877","383453","402999","151","2685","1776","503","52368","567","53773","8224","286567","72751","12776","24612","8849","11747","12182","34598","13100","28954","66998"
"R23000","愛知県","7464000","3729000","3734000","7303000","3655000","3648000","1041000","534000","507000","4686000","2419000","2267000","1728000","772000","956000","65218","33649","31569","1.46","62426","33441","28985","109405","64931","44474","103215","60431","42784","41410","12780","16.1","32.3","0.5","107","1505.5","39352","9055568","1277","55480","292","27718","96200","284500","521","5728","96825","984","23170","416989","443","13705","219348","73625","68621","220","12349","198951","63156","37126","22","51","527","10776","8791","171910","3888","266","38753","3552","179","83","47937","12721","183516","781857","1137975","51849","46551","42604","214355","55204","19168","20366","15125","5075912","2456641","1546412","1048542","283","5227","3695","1233","152769","107","142840","16724","306464","78416","11341","24563","11948","14575","13546","44676","11813","34127","61460"
"R24000","三重県","1826000","888000","937000","1795000","874000","921000","241000","123000","118000","1089000","551000","538000","495000","215000","280000","13727","7033","6694","1.45","19525","9921","9604","26337","15491","10846","29176","16627","12549","8555","3098","16.1","30.9","1.4","100","1589","9240","1748578","1597","32847","87","8368","31800","63700","246","1710","19224","405","7098","99358","176","4132","53040","17797","17011","72","3748","50583","15988","8234","3","7","85","1225","1446","13608","665","68","3044","382","43","58","4008","3228","54636","213926","239456","15928","16925","14589","41885","9734","5369","2902","1438","990991","677143","154855","156684","89","1527","856","400","39194","48","37908","5315","301337","69211","25492","21632","14394","11851","13230","41829","7253","30902","65544"
"R25000","滋賀県","1414000","698000","717000","1395000","688000","707000","207000","107000","101000","877000","446000","430000","332000","146000","185000","12729","6566","6163","1.53","12266","6304","5962","24554","14035","10519","25443","14544","10899","6990","2240","14.9","31","0.1","127","1449.5","7401","1484945","521","14900","127","9168","46300","86100","193","1703","18999","230","5316","83457","107","3101","43209","14411","13935","59","2872","39510","12360","6861","3","8","64","1044","909","34089","439","12","6774","1110","27","12","2421","919","46691","183427","153969","13810","14879","12333","39541","8205","4151","2565","1401","800666","513462","147651","134774","51","1035","564","262","27939","441","28849","4638","291015","72906","14126","24382","9472","11247","11664","42631","19138","27563","57887"
"R26000","京都府","2616000","1252000","1363000","2572000","1232000","1340000","322000","165000","157000","1586000","785000","801000","701000","300000","401000","19583","10025","9558","1.24","25507","12872","12635","53417","28776","24641","54591","29782","24809","12671","4462","16.1","32.6","0.7","104","1377","10057","2353771","909","33596","216","23650","102000","322300","226","2344","27936","413","8613","132437","201","5369","71783","24120","23364","104","5245","72147","22966","15241","14","34","259","9885","4273","140475","2011","207","30572","4139","65","53","15264","4394","90724","381107","346491","24284","23997","19438","77284","16826","4382","7037","5331","1359018","514455","475410","363238","162","2459","1309","448","48853","11","50883","7492","304913","83488","12514","24397","10945","14445","11576","40989","17364","29344","59851"
"R27000","大阪府","8845000","4262000","4583000","8691000","4191000","4500000","1122000","574000","548000","5446000","2695000","2752000","2267000","988000","1279000","69968","35787","34181","1.31","81653","43783","37870","149142","79885","69257","149533","82544","66989","46934","17834","16.7","32.1","2.2","101","1278.5","27625","8208878","1130","76128","371","57147","145600","513500","766","7723","116952","1033","27215","455633","534","17025","248947","83664","80014","257","14901","236529","73852","43869","27","57","665","13128","11809","206305","5291","618","45613","4387","226","45","70409","10790","321909","1379821","1326705","95350","88507","77549","257676","63730","9664","28747","25000","4585566","1173577","2107477","1288072","491","8307","5505","1169","129251","1124","136829","20098","267169","71683","15942","21883","7940","13304","10655","31534","14941","25248","54039"
"R28000","兵庫県","5550000","2650000","2900000","5473000","2614000","2859000","732000","375000","357000","3349000","1641000","1709000","1460000","630000","830000","44352","22778","21574","1.41","54147","28099","26048","86390","46458","39932","93482","51090","42392","26941","9598","16.7","30.6","3","90","1222","21382","5205238","1610","43709","421","27771","100300","206000","696","5032","69768","790","18429","299948","391","10890","158659","53579","51535","212","10317","145112","45872","27875","17","39","387","6734","6927","113099","3089","329","25294","2073","91","86","17486","7789","169822","727093","542567","47249","50052","41064","155052","33520","9811","11886","11188","2921444","1200119","1091379","601756","321","4983","2987","837","78502","552","83497","11513","260364","69948","12143","19177","10225","11798","12309","32575","12467","26829","52891"
"R29000","奈良県","1373000","648000","724000","1364000","644000","719000","173000","88000","85000","819000","394000","425000","383000","167000","216000","9625","4878","4747","1.27","13835","7058","6777","23662","12131","11531","26727","13962","12765","6002","2225","14.9","31.8","-1","105","1320.5","5197","1065802","453","9205","58","3667","52600","147100","201","1517","16647","217","4902","73156","118","2988","40352","13716","13457","53","2633","37537","11920","7150","4","11","121","1524","1405","20614","573","95","4706","402","38","35","2753","4096","38091","161463","116767","9401","11149","7767","37582","5992","2560","1863","1568","586342","319195","164490","102483","73","1187","697","180","22756","191","21751","3576","324605","72496","28138","24271","10812","16179","14873","46091","12875","36378","62492"
"R30000","和歌山県","972000","457000","515000","968000","456000","512000","119000","61000","58000","556000","272000","284000","296000","124000","172000","7140","3665","3475","1.55","12609","6305","6304","11420","6313","5107","14377","7664","6713","4419","1914","16.7","31.2","2.1","102","1409.5","4565","848430","735","17132","99","5786","35400","79700","106","732","8028","271","3794","49325","137","2448","28528","9695","9524","50","2269","28523","9102","4331","1","3","27","663","432","7019","214","1","1549","236","23","41","2677","2515","29283","119806","97481","9792","10365","8955","18828","4845","2577","1465","654","459477","314586","60985","78219","78","1070","554","199","22553","10","20235","2649","264987","65780","8655","21681","10254","11138","10551","40660","13615","24644","58009"
"R31000","鳥取県","577000","275000","302000","573000","274000","299000","75000","38000","37000","332000","167000","165000","167000","68000","98000","4527","2290","2237","1.6","7076","3511","3565","8965","5065","3900","10096","5616","4480","2663","1029","14.9","31.2","0.8","158","1890","2417","477064","437","10902","59","4471","20600","51800","35","432","3888","135","2522","30735","65","1510","16377","5465","5339","32","1386","15500","5055","2120","1","2","45","814","572","6420","279","26","1300","305","22","15","1681","1884","25049","97671","85276","8949","9297","8331","9004","2568","1212","1153","195","235847","154823","18112","61826","40","511","257","183","16994","0","16130","2515","268355","63945","17578","23097","9550","7973","10784","43782","6842","23269","61535"
"R32000","島根県","699000","335000","364000","694000","333000","361000","88000","45000","43000","387000","197000","190000","221000","91000","130000","5359","2730","2629","1.66","9369","4692","4677","10061","5598","4463","11662","6325","5337","3022","966","14.9","30.2","1.1","150","1818.5","3010","687157","466","10656","68","4591","22500","41500","104","544","4058","216","3219","35958","103","1940","19381","6436","6331","48","1779","18889","6183","2860","1","2","45","847","505","6669","247","34","1391","241","21","29","2734","423","24138","95548","101772","8866","9359","8229","9001","3147","1499","1374","264","289361","185804","26522","75903","44","723","274","266","19734","3","20910","3416","281782","64534","18581","24037","9588","10852","12431","47902","7972","27513","58372"
"R33000","岡山県","1926000","924000","1002000","1909000","917000","992000","256000","132000","124000","1129000","562000","567000","540000","230000","310000","15837","8215","7622","1.49","21051","10730","10321","28900","15971","12929","29282","15949","13333","9265","3212","16.1","31.8","1.3","96","1142.5","9201","1760946","760","21731","168","13022","29400","86000","329","1701","19045","417","7276","104214","169","4167","55517","18439","17812","88","4055","55306","17631","8933","10","17","272","3618","3426","37176","1484","115","8157","1036","56","16","9394","1261","68202","270181","338381","23498","23861","21550","37783","10372","5095","4197","1053","953644","621119","109048","221759","150","1653","990","392","39338","51","41390","6024","285582","67364","23899","22996","11392","12900","10987","38486","12596","27847","57114"
"R34000","広島県","2846000","1376000","1471000","2814000","1361000","1453000","378000","193000","184000","1687000","847000","840000","769000","327000","442000","23775","12139","11636","1.55","29463","14898","14565","45071","26108","18963","47710","27204","20506","14194","4838","16.2","30.8","2.1","108","1573","10991","2322108","744","27172","182","17009","52000","174500","303","2344","33467","523","9443","153374","274","5559","80063","26710","25658","129","5360","74445","23758","14262","6","20","140","4074","2404","54304","1117","44","12146","1262","80","29","12819","2375","79941","368267","442485","31706","30002","27664","61331","15864","5340","6025","4376","1392394","643800","438121","304885","213","2591","1559","591","60593","447","60627","8308","291852","70653","18751","22931","10630","11892","12754","40993","13440","28171","61636"
"R35000","山口県","1415000","669000","746000","1404000","664000","740000","174000","89000","85000","793000","394000","399000","441000","181000","259000","10197","5309","4888","1.54","17910","8844","9066","22163","13174","8989","25810","14561","11249","6163","2269","15.3","30.9","0","126","1715.5","5682","1177703","857","19439","83","6738","26100","47000","198","1288","16347","325","5131","71144","172","3210","38113","12817","12437","81","2965","35340","11384","4942","5","10","97","1449","956","16852","420","18","3677","570","42","46","5200","3108","45300","182175","179453","16159","16617","14823","23043","7648","3253","3493","841","646760","383952","87051","172166","119","1274","679","298","24777","57","24945","3398","294350","66513","11982","22017","10528","11072","12245","56174","10122","28449","65249"
"R36000","徳島県","763000","363000","400000","759000","362000","397000","91000","47000","44000","442000","220000","223000","230000","97000","134000","5502","2885","2617","1.46","9853","4957","4896","9438","5345","4093","10933","6025","4908","3322","1269","16.4","30.8","2.1","106","2534","3185","703188","601","9873","35","2581","30800","63000","182","826","7349","222","3162","37560","93","1884","20801","6928","6791","38","1715","19983","6455","3186","3","4","103","1598","736","11822","341","25","2577","538","18","6","2407","145","25533","112657","101929","9174","9620","8654","12695","3878","2042","1496","316","371650","256932","31126","80597","98","743","426","202","15657","41","15058","2718","320073","67956","24050","22285","11562","13448","12165","47669","14504","30220","76214"
