"Code","Prefecture","A1101","A110101","A110102","A1102","A110201","A110202","A1301","A130101","A130102","A1302","A130201","A130202","A1303","A130301","A130302","A4101","A410101","A410102","A4103","A4200","A420001","A420002","A5101","A510101","A510102","A5102","A510201","A510202","A9101","A9201","B4101","B4102","B4103","B4106","B4109","C3301","C3302","C3801","C3802","C3803","C3804","C5401","C5403","E1101","E1301","E1501","E2101","E2401","E2501","E3101","E3401","E3501","E3701","E3702","E4101","E4401","E4501","E4601","E4602","E6101","E6102","E6201","E6202","E6301","E6302","E6501","E650110","E6502","E650210","E7101","E7102","E7201","E7202","F3101","F3102","F3103","F3104","F3105","F3106","G5105","H1800","H1801","H1802","H1803","H2600","H2601","H2602","H2603","I510120","I5102","I5103","J2503","J2505","J250502","J2506","J2526","L3221","L322101","L322102","L322103","L322104","L322105","L322106","L322107","L322108","L322109","L322110"
"R10000","群馬県","2017000","993000","1024000","1979000","975000","1005000","279000","143000","136000","1281000","653000","628000","452000","194000","257000","17044","8778","8266","1.4","18935","10163","8772","28777","16726","12051","31147","17702","13445","10397","3831","14.9","31.5","-1.5","112","1425","12845","2726104","1420","30677","202","10649","37300","76300","224","1901","24246","345","6958","118590","180","4082","59269","19417","18856","83","3920","53817","17018","9175","11","14","191","1548","2496","24203","1264","81","4778","590","70","41","9445","1831","78043","276387","263247","17729","17759","15511","47342","15659","7809","6017","1702","1451947","995616","181331","266310","126","1561","947","420","40230","31","44396","5337","283337","66784","24508","20001","9327","12209","11763","35741","5490","27616","69898"
"R11000","埼玉県","7136000","3588000","3549000","7044000","3546000","3499000","975000","499000","476000","4777000","2455000","2322000","1361000","626000","735000","60520","30935","29585","1.28","51730","28731","22999","167624","93627","73997","152752","85920","66832","40604","14112","15.4","32.2","-1.1","106","1392.5","39208","9330140","855","22186","369","15664","122500","279700","638","7302","117683","829","19740","400306","448","11709","196860","65421","63196","206","11053","170961","53140","29890","15","28","287","4251","4953","119138","2303","134","22725","1599","110","34","19065","3260","207033","810102","511306","31796","38650","26329","234531","67598","19810","23523","23541","5679522","2461889","2200112","972481","305","3960","3338","883","76480","1216","79417","11926","337812","81273","20586","25215","11293","16082","13867","44223","19965","41255","64052"
"R12000","千葉県","6153000","3071000","3082000","6072000","3036000","3036000","820000","421000","399000","4069000","2079000","1991000","1233000","559000","674000","52306","26877","25429","1.29","47149","25811","21338","166724","93638","73086","142546","80645","61901","36158","12187","16.1","31","1.5","119","1639","31035","7334131","1615","52113","175","27963","83500","231400","591","5682","99216","859","18156","338356","408","10482","163068","53584","51844","189","9542","145308","45982","25426","12","27","343","3885","4946","105768","2247","264","23314","3127","108","30","17291","824","169984","700119","398578","25948","34483","23086","227346","58266","14742","23434","19476","4679088","1833150","1914866","907545","249","3642","3132","714","72183","960","72974","9513","288192","71251","14756","20257","9630","12854","10703","38540","13933","37492","58777"
"R13000","東京都","12973000","6444000","6529000","12665000","6296000","6369000","1517000","778000","739000","8723000","4478000","4244000","2599000","1136000","1463000","106015","54348","51667","1.09","98248","53289","44959","425661","231397","194264","342661","189289","153372","91196","26300","16.4","30.9","1.9","115","1857.5","44973","16790326","1981","132536","691","93769","360500","1785000","1080","11190","175952","1375","30860","592736","822","18530","307538","100672","97523","447","18513","306661","96165","62455","51","134","1310","46558","24509","615554","11250","2142","144341","15962","451","178","151115","29684","480790","1930618","1836019","120017","85153","76564","615734","150256","17368","68732","62007","9906844","2156360","4649954","2994566","594","12572","10529","1689","166840","5479","167936","27336","315602","78020","23550","22224","9974","15037","14414","31108","19132","37220","64921"
"R14000","神奈川県","8965000","4519000","4446000","8833000","4456000","4377000","1202000","617000","585000","6000000","3110000","2890000","1715000","773000","943000","79179","40743","38436","1.27","63771","35491","28280","233616","130756","102860","203970","117080","86890","56822","18227","16.1","30.6","1.7","110","1919","40978","10361021","1678","49741","334","28887","196100","457500","738","8474","146906","895","24085","487544","479","13949","228120","74658","70402","240","12360","190016","59025","36099","21","27","464","5305","8885","184246","3877","531","34693","4155","119","19","24363","3271","260318","1052834","690057","41116","47081","35210","380823","83014","17795","31209","33767","6415960","2138313","2973697","1286021","302","6277","4793","931","87708","2132","91781","13660","311425","77329","17062","23075","11011","14910","12861","34798","13372","37796","69210"
"R15000","新潟県","2396000","1159000","1237000","2384000","1154000","1230000","308000","158000","150000","1473000","747000","726000","611000","252000","359000","18388","9542","8846","1.37","24889","13095","11794","24242","14274","9968","30558","17124","13434","11373","3513","14.2","29.3","-0.6","157","1530","15227","2712821","2744","49548","291","18947","31400","102100","160","1494","16964","561","8906","132111","244","5219","69161","23525","22945","108","4932","67591","21701","10451","6","17","170","2205","2564","23348","1153","133","5407","1186","79","9","15539","146","126241","440444","290105","37693","38017","36751","45347","15129","8152","5597","1320","1564159","1168255","133209","257453","116","1688","1182","700","60792","11","57737","7305","293860","73570","11767","25283","7847","11778","11390","35934","12343","32609","71339"
"R16000","富山県","1103000","532000","571000","1090000","526000","564000","143000","73000","69000","681000","343000","337000","278000","114000","164000","8709","4478","4231","1.38","11635","6049","5586","13170","7691","5479","15322","8626","6696","5275","1679","14.6","31.6","-1","163","2060.5","6633","1464911","537","15526","87","7461","36900","94600","99","723","8208","206","3667","61135","86","2107","30443","9843","9639","58","2332","28379","8986","4867","4","5","91","1072","1124","9860","566","54","2156","469","32","29","3282","2295","51399","187045","123573","14663","14933","14151","25030","6955","3701","2726","518","756082","553485","55271","146181","94","774","459","313","30730","0","29738","3843","342736","71618","19997","26514","8901","12986","9491","48348","9947","30256","104678"
"R17000","石川県","1172000","566000","606000","1162000","561000","601000","161000","83000","79000","739000","371000","368000","267000","110000","157000","10199","5153","5046","1.41","11012","5742","5270","17711","10419","7292","19412","11241","8171","6141","1900","14.9","30.9","-0.4","165","1859","6239","1365327","931","26840","127","11011","51600","106000","76","727","8418","233","4211","67807","105","2339","33894","11094","10928","62","2559","32352","10249","5659","5","12","126","2518","2052","24161","1012","88","5513","1019","36","26","4314","3719","53843","202676","163357","16116","16233","15255","30613","7579","3825","3126","508","747533","521501","56983","159677","89","852","486","378","38780","0","36239","4869","320812","74265","19437","24311","9768","13534","14218","47155","10288","30046","77791"
"R18000","福井県","814000","394000","420000","801000","388000","413000","116000","60000","56000","499000","251000","248000","197000","82000","115000","7139","3654","3485","1.54","8088","4123","3965","9140","5410","3730","11504","6524","4980","4124","1298","14.7","32","-0.7","158","1964.5","4254","860368","1219","17943","78","4987","39500","74300","127","567","5618","214","3230","48274","87","1937","25059","8307","8137","39","1859","23991","7769","4417","3","4","108","915","1431","8489","571","41","1963","335","23","25","1679","2244","31344","108672","89907","10332","10423","9827","19273","4497","2456","1578","425","492826","367073","43975","79096","67","594","281","276","24966","0","24724","3028","315973","71648","14651","24906","9349","11287","15457","41279","10945","27684","88768"
"R19000","山梨県","871000","426000","445000","857000","420000","437000","120000","62000","58000","545000","277000","268000","206000","87000","119000","6908","3485","3423","1.35","8736","4599","4137","13088","7516","5572","16605","9416","7189","4392","1742","14.8","32.5","-2.4","95","1095.5","4758","1032934","1555","26017","107","6825","32500","59300","75","618","7470","215","3371","50934","104","2041","27261","9026","8772","45","2068","27501","8662","5159","4","9","62","1089","1197","16665","593","80","3728","398","24","14","2463","234","35656","133531","85374","7851","8121","7506","22541","5379","3188","1649","501","542814","408367","53034","79790","52","662","413","237","21048","0","20300","2318","299175","68229","11756","23841","10181","11641","13119","33434","13058","29509","84407"
"R20000","長野県","2173000","1056000","1116000","2138000","1041000","1097000","297000","152000","145000","1319000","667000","653000","554000","236000","318000","18129","9232","8897","1.45","22692","11717","10975","28666","16225","12441","33100","18230","14870","11022","3762","12.2","31","-5.3","109","854.5","12997","2580712","3367","71377","535","27381","25900","73000","120","1107","13601","395","7801","127126","202","4812","64920","21269","20752","111","4700","60940","19309","9797","10","8","275","1527","3458","14415","1650","137","3198","725","64","35","6042","2241","92310","343212","253296","24551","24896","23779","53163","14499","6880","5563","1862","1394492","918781","200543","258486","121","1549","1003","603","60433","0","54725","5862","297969","66334","14960","24138","9591","11524","11801","34614","10600","29687","84719"
"R21000","岐阜県","2100000","1017000","1083000","2056000","997000","1059000","294000","150000","144000","1325000","659000","666000","481000","208000","273000","17506","9093","8413","1.35","19478","10326","9152","29231","16603","12628","33894","18644","15250","10919","3413","16.2","33.2","-0.5","106","1632.5","11785","2461055","1427","27046","192","10541","39500","89400","191","1832","24704","385","7449","124926","200","4407","62598","20694","19672","82","4197","57680","18623","10323","11","12","292","1639","4155","18071","1952","152","3761","568","38","42","5024","3567","78964","286272","236089","19997","20845","18280","60077","15205","6999","6061","2099","1474408","954099","237463","275865","90","1522","938","431","46016","3","41503","4405","297882","69790","11906","24707","9566","13536","13197","37926","18773","33369","65110"
"R22000","静岡県","3793000","1870000","1923000","3716000","1832000","1884000","516000","265000","251000","2424000","1237000","1187000","860000","372000","488000","32701","16703","15998","1.44","34511","18503","16008","59912","35674","24238","60855","34838","26017","21193","6959","16.7","31.1","0.8","103","1955.5","24317","5855206","4028","78393","367","25764","77700","158300","521","4506","65366","539","11430","215325","292","6817","108805","36299","34596","146","7218","102365","32809","17814","6","14","145","2021","2939","32474","1448","186","7641","916","101","45","13120","1700","143700","520325","407919","33723","34191","32175","106287","35009","15337","14811","4542","3162881","2012064","456293","670810","152","2666","1747","509","50890","310","52270","7286","299400","68834","20171","22223","10852","12763","12710","38122","11832","29728","72165"
"R23000","愛知県","7399000","3711000","3688000","7213000","3620000","3593000","1088000","560000","528000","4896000","2530000","2367000","1419000","634000","785000","71029","36526","34503","1.43","56036","30640","25396","130373","79005","51368","111982","66458","45524","47119","13527","16.4","33.6","0.1","93","1579.5","42504","11474587","1567","57303","302","27326","108000","320200","527","5679","100915","990","22806","440536","438","12705","212833","69685","65070","222","12026","187252","59097","34826","28","50","643","10024","10973","169218","5049","314","38125","3935","186","109","44430","13372","236001","870162","1057145","52977","46952","43840","260727","76868","22312","37206","16779","6424616","3012790","1720347","1653986","295","4986","3624","1182","148716","544","138256","14334","291127","73801","14970","22348","8770","15353","12178","37604","15593","29905","60604"
"R24000","三重県","1871000","912000","959000","1830000","892000","938000","258000","132000","126000","1183000","595000","588000","434000","186000","248000","15633","7882","7751","1.38","17904","9444","8460","32503","19614","12889","32706","18968","13738","9937","3402","16.3","31.8","0.9","101","1703","11212","2703510","1896","34703","74","7079","37800","70600","262","1724","21528","432","7175","108596","187","4095","54696","18220","17511","78","3858","51905","16497","8564","4","8","106","1197","1788","13860","871","64","3173","471","49","79","3645","3750","69146","244660","199027","15861","16912","15121","52085","17066","6667","8787","1339","1384387","873107","146755","348526","95","1484","859","433","39936","43","38168","5046","310209","66313","11955","21077","11648","13550","15603","46618","12657","38208","72580"
"R25000","滋賀県","1405000","695000","710000","1379000","681000","697000","212000","109000","102000","914000","465000","449000","276000","120000","156000","13487","6966","6521","1.45","11110","5824","5286","29395","17125","12270","26520","15620","10900","8080","2427","15","32","-0.3","133","1474","9448","2257825","568","13866","120","7358","55400","93800","190","1598","20111","236","5148","87220","107","2984","41958","13746","13322","58","2797","38431","12369","7313","4","7","92","887","1236","33278","548","18","7188","1176","27","12","1978","643","53890","199457","139114","13153","13701","11759","45084","14159","5536","6007","2429","1199822","717684","232356","237960","53","961","539","245","25382","262","25900","4007","315817","75988","12328","21878","9788","12248","11209","46634","15424","34635","75686"
"R26000","京都府","2640000","1268000","1372000","2596000","1248000","1349000","347000","178000","170000","1694000","836000","858000","588000","249000","339000","21842","11152","10690","1.22","23015","11940","11075","56650","30680","25970","59919","32962","26957","14239","4877","16","34","0.2","115","1430.5","10762","2282507","977","31093","178","19655","117400","313000","230","2226","31776","445","8714","141953","204","5130","70859","23186","22353","106","5245","70789","22446","14763","17","31","366","8761","6665","137453","3174","480","30572","4341","64","60","15027","5696","108551","433445","284099","26574","26026","22248","88259","18599","5002","7636","5769","1445377","600813","536654","299757","165","2516","1318","486","49533","145","50146","6897","264268","74750","11778","21605","8138","10900","10978","27750","13521","28297","56550"
"R27000","大阪府","8847000","4283000","4564000","8674000","4202000","4473000","1213000","621000","592000","5725000","2828000","2897000","1868000","815000","1054000","77400","39724","37676","1.28","72930","39777","33153","161589","88202","73387","165157","91524","73633","52998","20490","17","33.3","1.9","108","1262.5","30900","9839096","1283","71873","351","51142","165300","572100","806","7968","130192","1042","26359","502941","530","15522","243533","78731","75003","274","14789","219345","66940","38966","35","55","831","12292","15864","205430","7561","910","44990","4749","245","62","74594","9930","380041","1459185","1017966","96187","87591","79952","290609","71497","10982","28019","31548","5616676","1367829","2937570","1248506","502","8198","5415","1164","127962","1601","134599","19441","283535","74446","23818","20965","8912","13262","11184","26975","13137","30650","60186"
"R28000","兵庫県","5592000","2678000","2914000","5509000","2639000","2870000","778000","398000","380000","3576000","1748000","1828000","1233000","528000","705000","48833","24857","23976","1.34","49074","25690","23384","98104","53508","44596","98218","54195","44023","30486","10658","17","31.7","1.8","102","1041","24001","6147474","1847","44957","402","26275","106400","233400","748","4870","73990","832","18551","327124","400","10603","159650","52295","50193","221","10381","144169","45479","27400","20","43","485","6313","8638","109700","4136","480","24162","2189","101","91","16786","9336","211237","826243","468366","50680","53442","46128","187965","38856","10992","13970","13199","3315806","1404970","1225953","636449","321","4908","2917","869","77797","770","80989","10826","290268","74056","13389","19815","10942","14565","12891","33945","10888","34559","65218"
"R29000","奈良県","1407000","668000","740000","1398000","664000","735000","188000","96000","92000","898000","432000","466000","318000","138000","180000","10981","5489","5492","1.22","12368","6400","5968","26269","13618","12651","30461","16118","14343","6645","2542","14.9","32.8","-1.2","111","1300.5","5938","1335596","490","9436","55","3439","65900","165700","205","1503","19305","224","4927","80551","119","3005","41879","13742","13461","56","2647","38237","12123","7122","5","10","140","1450","1559","22312","700","100","4997","494","42","40","3382","3954","47214","194059","92093","11063","13634","9796","47186","8129","2897","2796","2408","781367","386042","249040","137783","72","1145","696","192","23246","206","21454","3402","338445","73654","17472","22681","10586","16888","16163","46153","17241","42140","75467"
"R30000","和歌山県","1014000","477000","537000","1009000","475000","534000","132000","68000","65000","615000","298000","317000","264000","109000","155000","7866","4048","3818","1.41","11679","6054","5625","12350","6977","5373","16134","8812","7322","4902","2174","16.7","32.2","1.7","106","1247","4952","943902","961","19645","96","4985","44300","95200","118","801","9466","299","4039","58259","145","2554","30788","10213","9960","56","2421","30674","9754","4925","1","3","25","647","361","7131","176","3","1541","261","22","52","1856","2978","35093","137478","88072","10558","11304","10036","23244","5665","3083","1755","782","558449","397208","79239","77987","82","1070","554","227","23662","7","19983","2528","261243","69475","14636","22221","8995","10266","11194","27917","9686","26677","60176"
"R31000","鳥取県","596000","284000","312000","592000","283000","309000","78000","40000","38000","366000","184000","182000","152000","60000","92000","4878","2552","2326","1.43","6682","3382","3300","9327","5287","4040","12212","6873","5339","2883","1073","15","32.8","0","164","1900","2565","493546","479","10596","55","3853","28400","76300","40","434","4759","162","2596","33339","64","1473","17582","5902","5743","31","1530","17698","5752","2505","1","2","43","760","598","6090","290","32","1343","362","24","14","1925","1357","32164","126548","62428","9174","9540","8712","12554","2643","1272","1095","274","263361","178201","28256","56754","41","527","267","193","16990","0","16588","2358","277875","66428","22848","22288","9045","10602","12036","29989","9850","25633","69156"
"R32000","島根県","727000","347000","380000","722000","345000","377000","93000","48000","45000","424000","214000","210000","207000","83000","124000","5685","2908","2777","1.51","9011","4604","4407","11000","6199","4801","13650","7294","6356","3103","1117","15.1","32.1","-0.1","151","1477.5","3001","647301","541","11086","63","4142","26400","53500","123","602","5665","253","3469","39645","108","1961","21238","7274","7134","51","1866","20922","6852","3254","3","2","68","754","763","6361","344","73","1394","263","19","9","2300","462","31453","123323","78965","9818","10267","9238","11371","3232","1401","1500","293","297607","192201","29511","72781","50","745","285","274","19255","73","20330","3180","299167","69681","18060","24229","10953","14032","11157","38953","7582","27282","77238"
"R33000","岡山県","1953000","937000","1016000","1934000","929000","1005000","270000","138000","131000","1206000","598000","608000","473000","198000","274000","17044","8860","8184","1.43","19393","10105","9288","30671","17239","13432","33362","18520","14842","10327","3624","16.6","34.1","0.4","92","951.5","9555","2003962","938","23001","156","11755","34500","91900","344","1684","21120","432","7162","113373","175","4142","56400","18567","17888","92","4154","55315","17637","9246","10","16","361","3262","4246","35111","1901","171","8146","1202","57","17","9123","1088","85328","314334","267721","23599","23471","22018","44518","12614","5734","5490","1341","1123953","741491","126178","252223","161","1626","991","398","38952","65","40737","5678","285885","64797","16549","22253","11302","12652","12929","40980","10438","30409","63577"
"R34000","広島県","2870000","1386000","1483000","2836000","1370000","1466000","394000","202000","192000","1815000","908000","907000","660000","276000","384000","25560","13051","12509","1.45","27150","14211","12939","50998","29902","21096","55446","32179","23267","16365","5332","16.4","32.8","0.3","91","1148.5","11302","2952761","835","26915","159","15170","59700","190500","326","2326","35073","588","9635","163318","286","5581","82669","27487","26409","137","5658","75850","23908","14715","7","21","208","3902","3293","52669","1555","141","12198","1482","86","33","13081","2485","108599","441587","360677","32647","31769","29916","71530","19205","5992","8285","4907","1665134","775327","493339","394629","225","2617","1537","613","57845","47","56540","7121","322373","72728","18139","22113","10070","16200","12975","44646","14275","32785","78441"
"R35000","山口県","1466000","691000","775000","1454000","685000","769000","186000","96000","91000","883000","435000","448000","394000","159000","235000","11560","5903","5657","1.43","16900","8635","8265","25701","15299","10402","29554","16910","12644","7163","2606","15.8","33.1","-0.3","116","1691","6511","1391915","1030","20609","87","6638","32600","63400","203","1255","17502","354","5291","79312","184","3351","40353","13537","12962","94","3132","37106","11763","5178","5","10","132","1421","1220","16746","569","27","3696","659","40","52","5065","2842","57215","223436","170411","17682","18132","16783","29724","8847","3677","4126","983","760687","458589","101767","194113","119","1294","689","314","25845","23","25369","3252","315800","66702","17304","22718","10839","14820","12228","51363","13057","32123","74647"
"R36000","徳島県","795000","377000","417000","791000","376000","415000","100000","51000","49000","487000","241000","246000","207000","84000","122000","5893","3036","2857","1.3","8882","4581","4301","10366","5989","4377","13228","7395","5833","3776","1447","16.8","32","2.1","105","1445.5","3339","691493","726","10746","35","2657","42600","81300","225","797","8638","272","3295","42629","98","1963","22192","7386","7245","44","1847","21762","7037","3821","3","4","123","1520","1003","11989","511","36","3076","657","23","16","2860","255","33205","134690","74748","9079","9853","8831","15704","3829","2086","1373","365","393797","282011","36526","74516","104","778","432","217","15940","30","14379","2579","317431","65147","15515","21432","10878","14479","13715","37171","11460","33822","93813"
