"Code","Prefecture","A1101","A110101","A110102","A1102","A110201","A110202","A1301","A130101","A130102","A1302","A130201","A130202","A1303","A130301","A130302","A4101","A410101","A410102","A4103","A4200","A420001","A420002","A5101","A510101","A510102","A5102","A510201","A510202","A9101","A9201","B4101","B4102","B4103","B4106","B4109","C3301","C3302","C3801","C3802","C3803","C3804","C5401","C5403","E1101","E1301","E1501","E2101","E2401","E2501","E3101","E3401","E3501","E3701","E3702","E4101","E4401","E4501","E4601","E4602","E6101","E6102","E6201","E6202","E6301","E6302","E6501","E650110","E6502","E650210","E7101","E7102","E7201","E7202","F3101","F3102","F3103","F3104","F3105","F3106","G5105","H1800","H1801","H1802","H1803","H2600","H2601","H2602","H2603","I510120","I5102","I5103","J2503","J2505","J250502","J2506","J2526","L3221","L322101","L322102","L322103","L322104","L322105","L322106","L322107","L322108","L322109","L322110"
"R10000","群馬県","1986000","978000","1008000","1953000","963000","990000","262000","134000","128000","1209000","618000","591000","512000","224000","289000","14732","7480","7252","1.41","21661","11318","10343","26891","15613","11278","29325","16568","12757","9031","3511","15.2","33.5","-1","92","998.5","13809","2549999","1286","30435","221","11932","31400","60600","207","1893","21502","327","6990","109718","176","4235","57732","19402","18930","82","3856","53331","16877","8736","9","13","145","1685","2022","26994","913","65","6107","548","69","26","10181","1618","62458","261232","225364","19126","19491","16447","41167","14205","8073","3721","2395","1441113","990156","250602","198652","118","1555","976","401","40382","8","43205","5402","285730","65083","18316","21183","9730","11734","12750","47226","8472","28684","62551"
"R11000","埼玉県","7228000","3614000","3614000","7140000","3576000","3564000","934000","479000","455000","4627000","2379000","2248000","1661000","757000","904000","57470","29418","28052","1.33","60264","32859","27405","157910","86573","71337","146356","81222","65134","36279","13138","15.6","33.9","-1.2","92","1251","43352","9111496","725","20847","361","15649","103400","240200","626","7268","114030","821","20127","382020","452","12332","196384","65774","63596","196","11087","176764","55057","31172","13","29","253","4414","4519","117272","1862","50","22843","1326","108","31","20147","2873","190599","865698","492403","34361","40998","26926","202547","62376","20091","21922","20211","5427524","2421073","1925993","1070479","292","4149","3489","977","85983","902","87178","14304","308737","74241","17449","24042","10585","13893","11745","41066","13896","39085","62735"
"R12000","千葉県","6201000","3085000","3116000","6123000","3053000","3070000","785000","402000","382000","3903000","1997000","1906000","1505000","681000","824000","48343","24794","23549","1.33","53603","29062","24541","136645","75951","60694","134203","74895","59308","31375","11290","16.6","32.8","1.5","92","1446.5","33412","7328807","1416","52471","172","28784","70300","201600","569","5743","93295","838","18306","326144","407","10863","166059","55647","54283","185","9552","150964","47553","25649","10","28","215","4043","3875","102048","1711","159","21869","2635","98","19","17834","669","145862","704172","463856","30322","38429","25808","183227","49986","15609","17647","16458","4351094","1877896","1579421","869165","245","3720","3221","759","76687","1340","78768","10685","280173","72684","16458","21492","11090","11756","13611","31777","8895","29966","62444"
"R13000","東京都","13307000","6569000","6738000","12983000","6419000","6563000","1503000","769000","735000","8883000","4543000","4340000","2914000","1255000","1659000","109986","56267","53719","1.13","110507","58810","51697","407711","217183","190528","337539","184940","152599","88067","24855","17.1","33.2","1.8","93","1614","55325","15337434","1884","142065","680","97879","309700","1378000","1039","11181","172467","1358","32335","585535","818","19406","312764","104787","101797","431","19009","312683","98535","65050","43","139","958","49187","16737","653092","7694","1603","152251","15496","413","161","144189","22185","419481","1965147","2320113","122200","89971","76336","525067","147978","21352","62188","62933","10320658","2506875","5002901","2709862","595","12758","10647","1774","179313","8117","181205","30676","333331","81466","29883","23658","11189","15704","15282","34475","17359","38541","65772"
"R14000","神奈川県","9084000","4546000","4538000","8956000","4487000","4468000","1170000","599000","571000","5876000","3038000","2839000","2033000","907000","1126000","74320","38245","36075","1.31","72970","39611","33359","207670","113771","93899","195314","110213","85101","49769","16587","16.6","32.7","1.8","95","1516.5","44511","9506098","1443","55671","328","30631","169900","402000","724","8511","141407","890","24760","471280","480","14637","237461","79734","75709","236","12353","201949","63150","38502","16","29","358","5149","7240","179331","3148","307","35766","3837","110","17","24558","3066","228922","1061521","664239","38248","44489","30926","310358","77359","18426","27311","31481","6225367","2162325","2772012","1283915","295","6545","4915","1146","103996","1462","106750","17051","309536","77034","21360","22272","9507","12845","14137","40827","16228","37088","58237"
"R15000","新潟県","2336000","1130000","1206000","2325000","1126000","1199000","287000","147000","140000","1388000","705000","684000","655000","275000","380000","17066","8821","8245","1.44","28383","14160","14223","22656","13105","9551","27788","15365","12423","9965","3276","13.8","30.7","-1.2","172","2327","16086","2668172","2355","46738","293","20182","27300","79200","155","1525","15001","510","8513","118425","240","5165","63367","21620","21204","103","4564","61709","19626","9091","5","18","102","2326","1575","25072","682","38","5772","1034","78","6","17144","157","102117","377133","345024","34849","34964","33298","42690","13576","8415","4432","710","1425961","1128680","75847","217695","111","1684","1173","667","59382","0","58634","8004","277591","69774","16101","27156","10328","9575","11359","44124","11156","23564","54455"
"R16000","富山県","1077000","520000","558000","1067000","516000","551000","135000","69000","66000","632000","320000","312000","309000","129000","179000","7722","3973","3749","1.43","12547","6390","6157","12152","7174","4978","13506","7563","5943","4739","1562","14.5","32.9","-0.8","179","2862.5","8603","1394344","476","14985","93","8060","30300","70100","89","635","6891","198","3685","56684","82","2172","30372","10063","9930","53","2308","28864","9106","4712","2","5","74","1102","1223","10289","532","9","2321","457","32","25","3442","2458","37996","147776","156641","14484","14527","13601","23874","6130","3909","1692","475","697946","546823","53319","95420","90","771","453","291","30127","0","29127","3941","323697","72474","11863","27780","9478","11664","11543","58812","10195","27604","82284"
"R17000","石川県","1160000","561000","599000","1151000","557000","594000","154000","79000","75000","703000","356000","348000","302000","127000","175000","9449","4869","4580","1.49","12223","6104","6119","17803","10703","7100","18585","10691","7894","5340","1812","15","32","0.2","181","3318","6764","1429805","804","24958","121","10816","41800","84400","73","740","8086","230","4218","62954","98","2361","33736","11393","11243","56","2480","31968","10093","5464","5","12","108","2566","1597","25128","768","74","5554","871","35","21","4762","3375","41416","168967","177728","15072","14941","13739","26946","7421","4327","2165","910","800673","577585","102223","118686","85","877","493","344","36816","0","35095","4982","324434","71501","21983","23781","9850","12958","13430","53427","11768","32628","73110"
"R18000","福井県","796000","385000","410000","786000","381000","404000","108000","55000","53000","473000","239000","234000","214000","90000","124000","6461","3295","3166","1.6","8764","4451","4313","8493","4944","3549","10548","5891","4657","3744","1181","14.9","33.1","-0.1","172","2725.5","4882","926864","1102","16710","75","4893","32800","58800","125","563","5016","207","3190","44457","85","1903","23816","8156","7998","38","1748","23229","7483","3997","3","4","84","872","1148","8907","392","8","1986","362","22","19","2038","2050","25514","99617","107591","10799","10825","10046","17264","4334","2993","917","417","527345","428224","49709","48437","60","591","291","261","24940","0","25240","3430","287092","65732","12394","25387","9635","10165","8314","53946","10735","24249","66535"
"R19000","山梨県","847000","414000","433000","836000","409000","426000","108000","55000","53000","515000","262000","252000","225000","97000","128000","6198","3139","3059","1.44","9441","4729","4712","12399","7003","5396","14720","8151","6569","3961","1473","15.4","35.3","-3.4","67","939","5173","966946","1434","23369","111","6729","27200","50300","74","622","6633","193","3194","45292","99","1932","24798","8325","8068","44","2016","26840","8691","4938","3","7","60","1137","1168","16195","540","79","3472","329","23","13","2515","228","31100","129627","92403","9038","9373","8389","19481","5139","3566","1151","366","553780","445121","40096","61516","52","683","433","222","20506","0","18830","2439","271790","67396","13467","24022","8872","12855","10908","35266","10372","25739","62894"
"R20000","長野県","2122000","1033000","1090000","2095000","1021000","1074000","283000","145000","138000","1239000","627000","611000","600000","259000","341000","16326","8297","8029","1.54","24303","12291","12012","26482","14685","11797","29172","16111","13061","9933","3420","12.3","31.2","-4.6","107","1137.5","13808","2414422","3002","66496","515","26850","26500","58200","119","1141","13070","381","7457","117738","198","4892","62653","21217","20628","102","4519","59286","18887","9028","9","8","248","1494","3404","14317","1385","69","3154","663","62","25","6812","2255","76355","324301","273173","25759","25895","24306","42327","12261","8382","2602","1209","1345269","1059039","133682","144973","115","1561","1022","536","55969","0","49652","6228","291643","66340","17997","24229","11274","10883","14045","44185","7078","28413","67199"
"R21000","岐阜県","2053000","994000","1059000","2018000","979000","1039000","279000","143000","136000","1233000","615000","619000","539000","235000","304000","16000","8271","7729","1.45","21518","11168","10350","25930","14530","11400","30742","16799","13943","9492","3227","16.3","34.6","-0.3","102","1875.5","12119","2217811","1209","25469","203","11465","34200","83500","188","1887","22861","377","7422","115568","197","4568","61996","20795","19776","81","4081","56675","18263","10139","11","12","314","1693","4167","19693","1472","124","4355","577","36","34","4634","3178","66023","270463","280303","20475","21423","18245","48619","12124","7709","2696","1677","1349949","1002698","189565","151457","91","1588","943","403","44273","8","39536","4644","272039","63946","11589","23633","8217","10539","12272","46439","12436","27083","55884"
"R22000","静岡県","3730000","1836000","1894000","3672000","1809000","1863000","496000","255000","241000","2261000","1157000","1104000","966000","422000","545000","30260","15620","14640","1.53","38393","20221","18172","50407","29588","20819","57299","32613","24686","18463","6732","17.2","32.3","0.9","88","1822","24610","4740021","3344","71998","376","27350","67500","138900","511","4449","60884","520","11480","202275","295","6954","106781","35989","34442","142","6907","99974","31726","16828","5","14","167","2056","2738","32156","1234","160","7139","770","96","37","14046","1681","124262","531006","427415","34546","34882","32238","91079","28570","15778","9077","3505","2873785","1993113","353188","506317","150","2705","1777","489","50835","519","52400","7883","306847","72938","18061","24692","9502","13127","14180","41400","9849","33132","69965"
"R23000","愛知県","7449000","3722000","3727000","7293000","3650000","3643000","1049000","538000","511000","4732000","2439000","2293000","1662000","741000","921000","66825","34137","32688","1.47","62395","33286","29109","111461","66014","45447","103570","60498","43072","42302","13077","16.4","34.5","0","88","1463.5","47178","10262700","1313","56017","293","27606","95800","253300","521","5702","97842","983","23077","419848","443","13687","221212","74427","69366","220","12183","195504","61326","35848","22","52","531","10643","8986","172617","3916","272","38687","3562","177","87","46731","13309","199794","871598","1163470","54914","49030","44835","219408","63974","24614","21642","17515","6216392","3179667","1805664","1212633","288","5161","3687","1174","146552","452","136813","15840","306559","74707","14886","23595","10033","14263","10573","45087","13858","31757","67801"
"R24000","三重県","1833000","892000","941000","1803000","878000","925000","245000","125000","120000","1108000","560000","548000","480000","208000","273000","14514","7451","7063","1.49","19690","10133","9557","26747","15673","11074","29973","16905","13068","8844","3281","16.5","33.4","1.6","86","1393.5","10881","2036822","1653","33191","87","7978","32300","64000","254","1690","19650","415","7167","100903","181","4169","53920","18382","17622","72","3764","50220","15798","8127","3","8","86","1232","1436","13643","636","55","3067","420","41","57","4006","2965","58239","240392","226860","17320","18311","15879","43102","10858","6691","2822","1316","1155599","849760","147360","154638","90","1528","861","407","39029","27","37581","5189","289603","66398","9880","23825","12118","12241","12976","44711","7861","32463","67130"
"R25000","滋賀県","1415000","699000","717000","1395000","689000","707000","209000","107000","102000","888000","452000","436000","319000","140000","179000","13015","6680","6335","1.53","12233","6317","5916","25699","14623","11076","25842","14931","10911","7465","2329","15.1","33","0.3","126","1492","9504","1950630","529","13934","123","8030","46200","84500","193","1796","19214","231","5297","84374","107","3080","43237","14537","14138","59","2810","38838","12082","6744","3","8","66","1041","956","33818","411","11","7270","1050","27","12","2387","854","52574","214762","149456","14839","16243","13459","41095","10662","5524","2712","2394","1093962","698898","243156","149821","51","1019","558","253","26988","415","27898","4427","271287","66645","13358","21361","9054","11182","11064","42687","14059","31306","50570"
"R26000","京都府","2622000","1256000","1366000","2578000","1236000","1342000","326000","167000","159000","1616000","799000","816000","676000","288000","387000","20106","10388","9718","1.26","25332","12822","12510","53307","28507","24800","55280","30097","25183","12746","4581","16.2","35.1","0.4","91","1450.5","11736","2995062","919","33028","207","22820","101700","313600","229","2336","28817","420","8624","133804","203","5429","72721","24543","23740","104","5192","71047","22250","14591","15","33","256","9681","4334","140617","1949","217","30491","4144","66","56","15127","5074","96440","416688","336478","26424","26176","21237","77640","19582","5453","7225","6695","1652990","639376","637552","354506","161","2472","1317","441","48413","109","50684","7413","309384","79652","13732","24698","11178","11837","14004","36100","13557","34170","70455"
"R27000","大阪府","8856000","4271000","4585000","8699000","4199000","4500000","1138000","582000","556000","5527000","2734000","2792000","2184000","950000","1234000","72054","36949","35105","1.32","81864","43932","37932","153281","82731","70550","149904","82360","67544","48596","18104","17.1","34.8","1.7","88","1418","32709","8670033","1157","76311","374","56992","145900","432100","774","7740","119145","1036","27133","463068","533","16954","252766","85560","81724","260","14881","232995","71422","41655","29","56","683","12994","11915","206260","5112","560","44607","4331","231","50","70266","10814","350205","1531477","1335156","104894","96731","85046","264923","68806","12493","27967","28197","5299648","1516757","2466819","1303377","496","8293","5515","1139","126302","1390","134552","19791","272813","72205","24337","21382","8796","12900","10320","31290","11594","27179","52810"
"R28000","兵庫県","5565000","2659000","2906000","5487000","2623000","2864000","741000","379000","362000","3409000","1670000","1739000","1408000","606000","802000","45673","23309","22364","1.42","54366","28016","26350","88382","47473","40909","93596","51070","42526","27826","10047","17","33.1","2.1","87","1297.5","24850","5326267","1637","43274","414","27129","99600","201700","698","5005","70987","797","18497","304052","391","10880","161171","54500","52295","212","10263","143867","45400","27189","17","41","381","6715","7099","114202","3224","307","25338","2096","93","87","17253","7917","182665","793132","506195","51100","54457","44550","158025","36420","12141","11379","12685","3283497","1500673","1186789","577127","320","5010","2992","832","77372","802","82628","11356","267048","68819","11294","18202","8682","11124","13408","42990","11292","30022","51215"
"R29000","奈良県","1381000","653000","728000","1372000","649000","723000","176000","90000","86000","838000","403000","435000","369000","160000","209000","10190","5168","5022","1.31","14029","7114","6915","24501","12604","11897","27282","14260","13022","6143","2266","15.3","33.9","-0.9","94","1505.5","6223","1316540","457","9055","58","3528","52600","146800","202","1501","17282","218","4937","74325","117","3025","40921","13847","13566","53","2632","37463","11803","6790","5","11","126","1484","1493","20906","579","105","4671","418","42","37","2923","3957","40369","179798","116035","10569","12485","8773","38874","7481","3208","1928","2317","772430","409571","242845","118714","71","1189","704","178","22414","205","21426","3541","307879","71345","14642","23776","9088","12986","12583","40723","18724","31186","72826"
"R30000","和歌山県","980000","461000","519000","976000","460000","516000","121000","62000","59000","570000","278000","291000","288000","120000","168000","7122","3603","3519","1.52","12773","6316","6457","11900","6583","5317","14405","7658","6747","4618","1961","17","33.5","1.7","88","1369.5","5464","986084","793","17800","96","5605","36200","81400","106","737","8301","272","3819","50662","138","2465","29232","9998","9804","51","2301","28579","8937","4418","1","3","24","679","409","7046","183","3","1548","230","22","42","2739","2650","32296","132616","94664","10503","11196","9612","19695","5667","3415","1451","786","570726","420008","71157","76373","78","1079","563","201","22280","13","19710","2634","258464","64350","15389","21069","11235","10801","9550","27751","10596","25105","62619"
"R31000","鳥取県","580000","277000","303000","576000","276000","301000","76000","39000","37000","339000","171000","169000","163000","66000","97000","4759","2443","2316","1.62","7270","3647","3623","8791","4960","3831","10474","5788","4686","2719","979","15.5","33.6","0.4","137","2048","2908","564955","443","11046","59","4501","21300","53900","35","437","4087","138","2547","31109","64","1481","16418","5427","5289","31","1383","15630","4922","2054","1","2","44","796","566","6240","255","11","1252","320","24","15","1723","1565","26000","108479","79009","9232","9610","8646","10156","2419","1631","680","101","263765","215626","10136","37073","40","517","261","178","16494","0","16392","2568","266115","65865","10665","23542","9931","10532","11274","37652","6372","23810","66472"
"R32000","島根県","704000","337000","367000","699000","335000","364000","89000","46000","43000","396000","202000","194000","217000","89000","128000","5534","2804","2730","1.65","9572","4713","4859","10340","5717","4623","11687","6322","5365","2992","1045","15.4","32.4","0.5","133","2035","3398","665800","479","10616","67","4425","23100","42700","108","560","4244","221","3253","36582","104","1934","19440","6517","6363","48","1803","19093","6183","2906","1","2","44","833","576","6588","307","52","1380","236","21","29","2601","460","25485","102234","99256","9621","10028","8963","9582","3471","1928","1210","266","342868","244520","26779","68749","45","727","279","269","20284","14","21271","3559","296630","65488","22584","24318","9448","11664","12241","47456","8828","27193","67410"
"R33000","岡山県","1932000","927000","1005000","1915000","920000","995000","258000","133000","125000","1148000","571000","577000","524000","222000","302000","16210","8217","7993","1.49","21199","10648","10551","28929","16080","12849","29652","16262","13390","9651","3427","16.4","34.1","-0.1","81","1341","10928","2669581","800","22164","167","13073","29600","85700","330","1687","19623","419","7239","105617","172","4152","56041","18997","18343","88","4017","54805","17054","8726","10","17","274","3367","3520","37035","1462","103","8257","1053","54","17","9264","1179","73948","295210","340729","25593","25773","23412","38773","13467","6728","4976","1720","1267798","830012","167445","265843","153","1638","1006","395","39582","68","41705","5868","289791","63507","21836","22173","12277","12049","12859","41835","9919","27123","66213"
"R34000","広島県","2850000","1376000","1473000","2818000","1362000","1456000","380000","195000","185000","1716000","861000","856000","743000","314000","429000","24713","12693","12020","1.57","29358","14977","14381","45934","26689","19245","48887","27863","21024","14495","5079","16.6","33.6","0.8","83","1820.5","12475","3181540","771","27406","182","16956","48100","155600","305","2383","33779","526","9401","154762","278","5549","80667","27297","26184","129","5372","74435","23401","14015","6","21","146","4039","2453","54520","1135","62","12094","1259","80","29","13000","2295","87360","412638","396094","33732","32068","29724","61397","19018","6572","7066","5318","1715718","808218","544641","358160","217","2598","1556","586","58759","372","58758","7734","293691","69287","23469","21798","9793","11508","11534","40765","8685","30758","66094"
"R35000","山口県","1425000","673000","752000","1413000","668000","745000","177000","90000","87000","814000","404000","410000","429000","175000","253000","10705","5503","5202","1.56","18459","9289","9170","22757","13509","9248","25944","14709","11235","6511","2525","15.8","33.9","-0.2","107","2267","6807","1345831","895","19851","82","6711","26600","48900","202","1279","16395","339","5189","72541","174","3213","38377","12985","12534","83","2985","35475","11261","4748","5","10","100","1457","949","16923","447","10","3705","563","41","46","5168","3181","50550","205757","175104","17584","18114","16107","25215","8494","3983","3244","1153","770744","472374","120707","166743","120","1280","680","293","24457","33","24767","3445","284689","62939","11989","22565","9703","10107","12942","52211","9851","26733","65649"
"R36000","徳島県","769000","366000","403000","765000","364000","400000","93000","48000","45000","453000","225000","228000","224000","93000","131000","5666","2916","2750","1.43","10014","5071","4943","9942","5634","4308","11636","6379","5257","3426","1277","16.8","33.7","1.6","91","1949","3810","783335","607","9947","34","2567","31500","65400","189","843","7562","226","3236","38463","94","1914","21070","7159","7005","39","1735","20217","6616","3340","3","4","112","1613","725","11794","307","27","2531","494","18","7","2386","139","28549","123797","104218","10158","10599","9641","13153","4561","2626","1660","202","453060","329508","21159","94918","99","756","423","204","15097","41","14234","2631","308550","68063","16254","23017","11295","15998","13681","37951","12394","30036","79860"
